Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,16880,0,775,0,0,0,5375,0,0,0,14040,0,0,0,0,0,0,71775,0,0,0,19173,0,50895,0,17834,0,0,0,50490,0,0,0,31458,0,0,0,32591,0,0,0,83600,0,0,0,74983,7.259413,15.413091,0.992605,17,9
0,0,16796,0,2140,0,0,0,4880,0,0,0,14392,0,0,0,0,0,0,45885,0,0,0,18557,0,36360,0,17242,0,0,0,57822,0,0,0,35530,0,0,0,37720,0,0,0,94308,0,0,0,84328,7.508087,16.362355,0.993281,18,9
20331,0,0,21648,10962,16704,0,0,0,0,0,0,0,0,69414,0,17928,14058,14338,0,0,14586,14058,0,0,0,14058,0,0,13632,9936,0,0,10441,11115,0,0,9792,10206,0,0,9932,9384,0,0,9350,0,0,0.412124,4.921686,0.992277,4,9
16920,0,0,25276,8022,15675,0,0,12036,0,0,0,0,47397,51186,0,16776,12726,13332,0,0,13376,13266,0,0,0,13065,0,0,12726,9752,0,0,10388,11115,0,0,9984,10206,0,0,10123,9384,0,0,9350,0,0,0.749254,3.898392,0.988282,3,9
273,0,0,69784,20740,7038,0,0,42372,0,0,50280,0,40348,0,81440,10553,9145,7203,0,0,9440,7203,0,0,0,7350,0,0,8990,7040,0,0,9800,7636,0,0,9460,7335,0,0,9576,7084,0,0,9018,0,0,1.431443,-2.570733,0.983863,2,9
1280,0,0,38104,14701,7950,0,0,9636,0,0,51649,0,76500,0,87192,10203,8533,7497,0,0,8964,7296,0,0,0,7497,0,0,8424,7200,0,0,9800,7802,0,0,9460,7498,0,0,9576,7245,0,0,9018,0,0,1.05374,-1.682616,0.98148,1,9
1160,0,0,0,3432,3016,0,0,12412,37740,0,0,0,0,5577,0,1134,1886,1368,0,0,1311,1416,0,0,918,1113,0,0,1288,1272,0,0,1210,2500,0,0,1265,1978,0,0,1978,1173,0,0,1188,0,0,8.528409,-5.760717,0.822454,10,11
1792,0,0,0,7335,4182,0,0,10192,38985,0,0,0,0,7000,0,1612,3072,2992,0,0,1888,3264,0,0,3125,2739,0,0,2752,3040,0,0,2772,3267,0,0,1728,3072,0,0,3104,2914,0,0,2720,0,0,8.468124,-5.308987,0.815665,9,11
3277,0,0,166920,5967,3503,0,0,6048,74724,0,0,0,0,7332,0,3390,2987,2968,0,0,3045,2968,0,0,5382,2808,0,0,2987,2808,0,0,3180,2349,0,0,3045,2450,0,0,3120,2781,0,0,2958,0,0,8.352936,-3.286384,0.829133,8,11
1650,0,0,114810,7650,1769,0,0,11556,43120,0,0,0,0,3978,0,1760,1736,1456,0,0,1540,1210,0,0,0,1378,0,0,1350,1127,0,0,1430,1325,0,0,966,1219,0,0,1568,1058,0,0,1674,0,0,6.76127,-4.181176,0.82685,7,11
1696,0,0,169506,7755,3219,0,0,12095,56507,0,0,0,0,5152,0,325,1740,1749,0,0,1568,1568,0,0,0,1584,0,0,1734,3531,0,0,3552,3360,0,0,3520,3270,0,0,3597,3424,0,0,3424,0,0,6.307915,-3.005463,0.828981,6,11
2664,0,0,132664,2790,5332,0,0,1624,62920,0,0,0,0,10431,0,2166,4370,4292,0,0,2278,4408,0,0,0,4408,0,0,4408,2825,0,0,3712,2618,0,0,3503,2415,0,0,2280,2688,0,0,2576,0,0,5.795995,-1.535433,0.823886,5,11
6072,0,0,68112,4680,5896,0,0,1848,0,0,0,0,0,7973,0,3916,4368,4280,0,0,5040,4080,0,0,0,3510,0,0,3880,4563,0,0,4758,4797,0,0,4680,3002,0,0,4403,4329,0,0,4329,0,0,4.98732,-0.310291,0.828222,4,11
1480,0,0,4859,9858,3840,0,0,7448,0,0,0,0,0,16188,0,5840,4847,4847,0,0,5092,4810,0,0,0,4810,0,0,4810,2301,0,0,2940,5240,0,0,5120,4836,0,0,4953,1900,0,0,2479,0,0,3.950604,0.333752,0.818618,3,11
5049,0,0,16296,8150,5005,0,0,13398,0,0,0,0,25500,20496,0,5168,2667,2812,0,0,3197,2125,0,0,0,1533,0,0,684,4601,0,0,6030,1008,0,0,5808,1425,0,0,2573,5250,0,0,5334,0,0,2.91956,0.608788,0.819391,2,11
9540,0,73177,0,3774,0,0,0,5418,0,0,0,0,0,25536,0,3182,6232,0,0,0,7065,0,47318,0,9116,0,41625,0,5358,0,169224,0,6357,0,80017,0,4560,0,85848,0,6240,8600,0,0,6123,0,180153,6.867571,8.654865,0.82635,11,11
135192,0,0,3808,0,66880,20982,0,0,0,147,4520,0,0,0,0,165510,69541,57615,0,6392,93210,81000,0,11124,0,87132,0,7889,68378,41583,0,6984,112772,120848,7182,8450,98549,109792,8650,18404,105711,38988,0,33348,58590,7611,0,-7.529963,12.871862,0.830726,14,21
134992,0,0,2420,0,48110,15312,0,0,0,3648,1716,0,0,0,0,129617,64574,55676,0,9646,72900,60102,0,14940,0,65750,0,14630,72364,69300,0,7923,89856,92462,9240,12288,79158,88347,5863,43086,86925,74580,0,35420,77462,11616,0,-7.513049,12.987927,0.811742,15,21
0,0,0,5152,0,8509,4416,0,0,0,3816,5778,0,0,0,0,0,44730,56480,0,14948,71380,60295,0,34662,0,91540,36,29008,69069,112439,11635,15695,73008,78352,12865,44506,86664,132068,14196,100419,67488,153699,0,61053,98739,38760,80,-6.659461,14.554039,0.810814,16,21
0,0,0,4830,0,0,14973,0,0,0,3193,4662,0,0,0,0,0,51408,0,0,20501,0,0,7497,85618,0,0,8046,63384,30940,0,9845,24932,0,0,6493,107100,0,0,9513,0,74228,0,3920,0,52338,0,9168,-4.457949,16.412114,0.830129,17,21
0,0,0,2808,0,62080,28712,0,0,0,4446,5580,0,0,0,0,0,40273,58476,0,21538,50032,60604,10846,60345,0,58290,10010,49275,40664,48734,16800,22695,47573,68354,10123,74575,42984,54064,8892,181120,38800,42876,0,280,35696,45375,7334,-3.890202,13.43067,0.823216,13,21
77914,0,0,3,0,79744,28101,0,0,0,4356,4625,0,0,0,0,113958,44888,33984,0,24336,25647,50439,0,49875,0,27685,480,43989,25250,44744,0,23218,48484,71214,14592,54340,23144,52930,15876,145418,42834,41975,0,164604,37950,40992,0,-4.062197,12.338487,0.812718,12,21
88198,0,0,7332,663,63910,44387,0,0,0,5504,3200,0,0,0,0,81972,37392,42640,0,21824,35916,40950,0,29264,0,38227,7500,44649,34270,22932,0,7467,27937,26255,0,24101,26166,23970,0,0,24565,22304,0,0,22796,13056,0,-2.951826,11.625399,0.82069,11,21
55238,0,0,7154,234,45370,59202,0,0,0,6072,12,0,0,0,0,51590,26390,34160,0,18104,30700,32010,0,45600,0,23848,0,35984,26312,31518,0,16810,42245,36630,0,46880,38646,33708,0,1260,37403,31621,0,221292,33919,29768,0,-3.0534,10.542314,0.819042,10,21
40071,0,0,4686,120,32655,69520,0,0,0,7645,6528,0,0,0,0,37842,21804,25668,0,15015,24612,25207,0,42418,0,25020,0,34632,21804,39072,0,19109,59920,45666,0,41160,52924,41952,0,97394,51876,39760,0,107184,45879,29512,0,-3.382203,9.346124,0.818533,9,21
0,0,0,2496,0,0,14559,0,0,0,1587,3535,0,0,0,0,0,0,0,0,12750,0,774,0,32612,0,22620,0,27104,0,0,20,6954,0,0,1953,1903,0,0,0,32157,0,0,0,15323,0,0,0,-9.257347,15.471913,0.821981,18,21
0,0,0,1615,0,0,12545,0,0,0,736,3298,0,0,0,0,0,0,0,0,7439,0,0,0,17886,0,0,0,15128,0,0,0,7176,0,0,1920,2624,0,0,2170,30492,0,0,0,15352,0,0,0,-9.669921,16.355338,0.828651,19,21
9024,0,23328,11926,4921,29928,0,0,0,0,63,0,0,0,37520,0,25026,16849,20467,0,0,17380,20544,9073,0,0,20274,30800,0,16154,8366,0,0,12726,7144,0,0,11623,8235,0,0,11252,8640,0,0,11151,6480,0,0.403686,8.972265,0.819795,8,21
32258,0,0,14877,6345,30500,0,0,0,0,6732,0,0,0,45499,0,32004,21735,24528,0,0,23328,23870,0,0,0,23760,0,0,21528,8330,0,0,13132,9735,0,0,11651,9222,0,0,12474,8772,0,0,11592,7276,0,-0.538035,7.978666,0.81391,7,21
13356,0,0,0,6885,16872,0,0,0,0,10626,7392,0,0,0,0,12903,12095,9823,0,0,13020,9996,0,0,0,9984,0,0,12213,7912,0,0,11088,8820,0,0,10088,8272,0,0,10505,7875,0,0,9672,10584,0,-1.354198,6.845222,0.819379,6,21
22632,0,0,12765,9686,11041,0,0,0,0,11591,8820,0,0,0,0,22140,15580,14472,0,0,16906,14328,0,0,0,14400,0,0,15580,7958,0,0,11144,8640,0,0,10088,8096,0,0,10752,7875,0,0,9724,12033,0,-2.051075,5.595817,0.822175,5,21
14040,0,0,9456,10024,11484,0,0,0,0,13230,11284,0,13818,0,0,6174,10780,9672,0,0,11275,9672,0,0,0,9776,0,0,10584,9120,0,0,14080,10974,0,0,4650,10380,0,0,15390,9780,0,0,11169,10816,0,-2.354381,4.40596,0.830287,4,21
0,0,0,19285,9555,12194,0,0,0,0,15732,16269,0,48786,0,40328,18530,11594,7656,0,0,14400,7612,0,0,0,6612,0,0,11346,8788,0,0,6194,9856,0,0,6885,9515,0,0,0,9515,0,0,10017,9744,0,-2.77056,2.871643,0.815688,3,21
32457,0,0,9639,12160,25608,78624,0,0,0,10260,11484,0,0,0,0,31486,22878,20982,0,19388,24026,20826,0,0,0,20790,0,10881,22518,20025,0,16448,25800,23452,0,32689,23571,21725,0,0,24310,20100,0,0,22080,22000,0,-3.282569,7.349904,0.938497,8,22
33652,0,0,9231,10664,29450,90400,0,0,0,5559,10431,0,0,0,0,32660,21637,23489,0,25298,23384,22960,0,525,0,22842,0,36260,21560,22320,0,20445,24928,26187,0,38582,23147,23987,0,0,22752,21406,0,0,20850,29376,0,-2.726247,8.582116,0.931591,9,22
46620,0,0,9912,7268,38420,93867,0,0,0,1664,2376,0,0,0,0,42572,26412,29898,0,29779,29100,29302,0,16284,0,29003,0,70090,26412,28416,0,27742,30591,34020,24024,36022,28310,30393,24276,0,27740,24055,0,0,25753,42245,0,-2.055913,9.819143,0.92792,10,22
54780,0,0,9747,9750,56485,80320,0,0,0,10728,0,0,0,0,0,59595,19080,43180,0,55300,33990,28024,2060,107892,0,39530,19789,123471,32760,37009,0,56922,33005,34865,27810,98289,32240,38416,28288,0,33705,32883,0,356076,29190,77080,0,-1.76847,10.858573,0.912272,11,22
44448,0,0,8856,1110,68068,58930,0,0,0,6624,0,0,0,0,0,53469,34884,44226,0,22875,41285,44506,14818,69778,0,39911,22090,53352,31806,42572,0,23162,40608,59328,22816,78369,32592,50173,23092,0,39072,38306,0,401498,35152,40000,0,-2.347154,11.80184,0.937022,12,22
0,0,0,7693,4320,0,53298,0,0,0,5754,0,0,0,0,0,248,37740,12696,0,27360,48708,43365,14982,93275,0,51291,12760,69972,38850,59595,22320,29667,50553,78792,13860,110580,47040,62926,13747,0,40110,51876,0,0,37698,52514,99,-2.355593,12.831878,0.923374,13,22
0,0,6,9272,3612,0,40002,0,0,0,5808,0,0,0,0,0,0,73917,0,0,43230,88821,0,21939,121905,0,0,20188,98000,74884,0,27040,35752,94608,0,22454,168459,86520,5022,22880,0,78997,63342,15048,0,72770,83898,43146,-2.112313,13.849233,0.923124,14,22
0,0,23048,5960,520,0,33880,0,0,0,3569,0,68888,0,0,0,0,46704,0,0,26286,20976,0,12462,114100,0,0,11700,81789,48488,0,2324,30212,52170,0,9360,180550,34128,0,10500,45475,50228,0,22468,0,46669,91166,15900,-1.969532,14.909844,0.932554,15,22
0,0,24096,7250,3354,0,32301,0,0,0,2378,0,234558,0,0,0,0,45046,0,0,52500,0,0,12352,258842,0,0,11594,193052,18910,0,16215,63525,0,0,11256,203224,0,0,11859,0,40040,0,25248,0,18252,127677,19125,-1.720262,15.937865,0.923746,16,22
0,0,16717,7367,2583,0,25511,0,0,0,2975,0,264583,0,0,0,0,0,0,0,66000,0,0,9558,115884,0,0,12212,124124,0,0,14756,82025,0,0,14212,153786,0,0,14364,0,0,0,22113,0,0,0,9570,-1.617867,16.943285,0.928711,17,22
34986,0,0,10304,10856,24820,71189,0,0,0,8208,9976,0,0,0,0,32395,21725,20904,0,18177,22831,20482,0,0,0,20636,0,10027,21450,17344,0,13505,21888,19720,0,31806,19924,18135,0,0,20736,17073,0,0,18414,21762,0,-3.187087,7.305438,0.918103,7,22
30282,0,0,11718,8930,22794,1728,0,0,0,13680,13206,0,0,0,0,30086,21082,19683,0,1175,22790,19280,0,0,0,19683,0,0,20999,19512,0,15015,21816,22620,0,38192,20217,20646,0,0,20736,18699,0,0,18972,24273,0,-2.928085,6.315272,0.913263,6,22
25009,0,0,12852,7667,17775,0,0,0,0,11800,12936,0,0,0,0,25110,18792,15833,0,0,20169,15540,0,0,0,15680,0,0,18873,19241,0,21156,22496,22620,0,38304,20510,20367,0,0,20736,18699,0,0,18693,24552,0,-2.564539,5.409393,0.925797,5,22
18957,0,0,14080,16116,14755,0,0,0,0,10692,12789,0,16112,0,0,18285,14560,12198,0,0,14912,12354,0,0,0,12198,0,0,14112,19512,0,20979,22496,22910,0,703,20874,20925,0,0,20160,19040,0,0,18972,24273,0,-2.337989,4.38633,0.919555,4,22
2024,0,0,11596,15914,12420,0,0,0,0,11700,15768,0,50944,0,23217,15808,12871,10638,0,0,13140,10584,0,0,0,10692,0,0,12508,18870,0,16000,24510,21951,0,14628,22275,20097,0,0,22764,18615,0,0,20777,19608,0,-2.463039,3.111876,0.93782,3,22
12744,0,0,16165,7680,11820,0,0,13014,0,0,0,0,80324,0,0,12198,10098,9882,0,0,10560,9646,0,0,0,9516,0,0,9858,5863,0,0,9570,5712,0,0,8855,4356,0,0,5580,6424,0,0,8580,0,0,0.334723,2.928993,0.930469,2,22
11859,0,0,24112,16660,10797,0,0,20007,0,0,248,0,100488,0,0,12200,9856,9063,0,0,10317,9010,0,0,0,8892,0,0,9856,322,0,0,486,4736,0,0,5184,330,0,0,13280,276,0,0,459,2,0,0.528723,1.904089,0.921457,1,22
8272,0,0,18574,11648,8500,0,0,25440,0,0,2709,0,66825,0,71103,8041,7968,6923,0,0,7866,6720,0,0,0,6560,0,0,7802,4396,0,0,649,6156,0,0,8601,2928,0,0,0,4669,0,0,4698,6475,0,0.86007,0.502344,0.932186,0,22
6320,0,0,113775,3297,9128,0,0,3901,0,0,0,0,0,14335,0,3861,5040,6808,0,0,4752,6808,0,0,11328,6424,0,0,5076,6278,0,0,5402,7191,0,0,4608,6512,0,0,5254,5863,0,0,5040,0,0,6.779183,1.474488,0.942882,6,35
7590,0,0,43250,5662,12397,0,0,10560,0,0,0,0,0,33390,0,11781,8965,10974,0,0,9408,10560,1872,0,20382,7434,77082,0,8965,7000,0,0,5720,11895,0,0,8904,11025,0,0,9462,4841,0,0,6171,0,0,5.021181,4.882207,0.932219,7,35
7950,0,0,0,3509,10647,0,0,3672,0,0,0,0,0,17686,0,4802,6063,7956,0,0,6336,7904,0,0,12797,5100,0,0,5977,7450,0,0,6468,8586,0,0,6336,7600,0,0,6292,6533,0,0,4945,0,0,7.383709,3.096994,0.931644,8,35
12545,0,0,39688,192,14700,0,0,10098,0,0,0,0,0,33390,0,11842,8400,9434,0,0,3150,10266,0,0,21960,6125,0,0,7560,6612,0,0,8300,8880,0,0,5529,7965,0,0,6800,6120,0,0,6031,0,0,4.164321,4.296888,0.93425,5,35
11928,0,0,64260,7348,11088,0,0,10962,0,0,0,0,0,22100,0,11592,8344,8008,0,0,7592,9086,0,0,4002,6384,0,0,7400,7550,0,0,9180,9540,0,0,8642,8778,0,0,8607,6407,0,0,8288,0,0,4.680255,1.753334,0.917426,4,35
2465,0,0,26775,10716,5544,0,0,12582,0,0,0,0,0,17360,0,1081,4686,2378,0,0,2040,4147,0,0,0,1809,0,0,2356,4004,0,0,4930,4440,0,0,2170,4320,0,0,3534,3976,0,0,4576,0,0,3.95046,-0.393238,0.931904,3,35
10230,0,0,28250,5720,3424,0,0,22352,0,0,0,0,46863,34830,21700,12045,5292,3627,0,0,8757,5148,0,0,0,3420,0,0,3842,7526,0,0,9238,10212,0,0,3230,5365,0,0,6000,7384,0,0,8614,0,0,2.892972,-0.667666,0.922665,2,35
5166,0,0,17670,4838,5776,0,0,27336,0,0,0,0,114855,26,76608,8840,6191,5328,0,0,7850,5075,0,0,0,5145,0,0,6384,4464,0,0,6678,5928,0,0,7800,5960,0,0,4200,4495,0,0,5738,0,0,1.822478,-0.758288,0.924461,1,35
2201,0,0,0,13490,5002,0,0,15642,48450,0,0,0,0,10089,0,780,3996,3200,0,0,1904,3535,0,0,0,2070,0,0,3234,1736,0,0,2820,1860,0,0,3038,1288,0,0,1920,1045,0,0,1827,0,0,7.722348,-4.68282,0.935872,9,35
714,0,0,0,14325,2212,0,0,25376,47847,0,0,0,0,8160,0,1045,1680,1449,0,0,1474,1564,0,0,0,1300,0,0,1474,2108,0,0,3200,1890,0,0,2752,989,0,0,2176,1850,0,0,2480,0,0,8.187766,-5.757456,0.927506,10,35
0,0,0,0,0,2079,0,119310,4656,20736,0,0,0,0,1680,0,3276,2943,2472,0,0,3080,2472,0,0,0,2472,0,0,3024,1710,0,0,2020,1188,0,0,1160,195,0,0,1422,1674,0,0,1881,0,0,5.651733,-9.442289,0.935272,11,35
570,0,0,0,0,3296,0,72782,0,15960,0,0,0,0,0,0,3876,3434,2976,0,0,3780,3008,0,0,0,3200,0,0,3640,1782,0,0,2175,1456,0,0,2175,1248,0,0,2080,1690,0,0,2100,0,0,4.872298,-10.983058,0.925117,12,35
0,0,66044,0,3978,0,0,0,3698,0,0,0,8736,0,39,0,0,9861,0,0,0,9308,0,52390,0,15210,0,46740,0,10034,0,109634,0,15984,0,49044,0,15190,0,47970,0,14552,18860,1311,0,14003,0,160308,8.16298,10.180117,0.930408,13,35
0,0,39330,0,936,0,0,0,5248,0,0,0,2418,0,0,0,0,10304,0,0,0,5921,0,38307,0,14592,0,34884,0,9200,0,75366,0,18075,0,35098,0,17082,0,25410,0,16936,17928,61490,0,15820,0,111550,8.11397,11.448954,0.934783,14,35
0,0,33170,0,3996,0,0,0,5166,0,0,0,22572,0,0,0,0,17836,0,0,0,12032,0,29779,0,30084,0,27435,0,18135,0,70004,0,16870,0,38232,0,15980,0,27242,0,15708,17430,78077,0,14850,0,118862,7.995702,12.692193,0.928417,15,35
0,22800,0,0,110028,3654,0,0,0,0,205086,28530,0,11928,0,19980,0,0,0,0,0,0,350,0,0,0,608,0,0,0,480,0,0,0,2800,0,0,0,1440,0,0,0,522,0,0,0,6030,0,-6.249362,-7.431546,0.943915,9,0
0,13970,0,0,215460,3090,0,98,0,0,89000,42602,0,20064,0,14668,0,0,0,0,0,0,928,0,0,0,2268,0,0,0,0,0,0,0,576,0,0,0,2079,0,0,0,0,0,0,0,6985,0,-5.59438,-8.297962,0.924507,10,0
297,30488,0,0,81258,4514,0,47223,196482,0,0,89304,0,0,0,0,5772,0,2664,0,0,0,3876,0,0,0,2046,0,0,0,2590,0,0,0,5000,0,0,0,4092,0,0,0,2346,0,0,0,0,0,-2.590628,-8.59777,0.926749,8,0
5244,32968,0,0,71520,4953,0,0,70616,0,0,56430,0,27195,0,5244,7155,0,4699,0,0,0,4524,0,0,0,4445,0,0,0,4445,0,0,0,5330,0,0,0,4864,0,0,0,4536,0,0,0,0,0,-2.912194,-7.394302,0.931964,7,0
5456,33464,0,0,32967,5535,0,0,0,0,0,35476,0,20559,0,34551,7866,0,5092,0,0,0,4485,0,0,0,4760,0,0,0,4716,0,0,0,5658,0,0,0,5343,0,0,0,4625,0,0,0,10,0,-3.199346,-6.198823,0.941298,6,0
6084,49784,0,0,31875,6580,0,0,0,0,0,28080,0,23400,0,31815,11098,0,6394,0,0,0,6255,0,0,0,6627,0,0,0,6440,0,0,0,6912,0,0,0,6816,0,0,0,7056,0,0,0,9728,0,-3.499728,-4.832505,0.916901,5,0
11466,53680,0,0,8932,6424,0,0,0,0,0,46655,0,31164,0,50809,7740,0,6578,0,0,504,6149,0,0,0,1392,0,0,0,6525,0,0,0,7992,0,0,432,6570,0,0,0,7252,0,0,1,7872,0,-3.058503,-3.932279,0.91753,4,0
2240,59182,0,0,2592,6342,0,0,0,0,0,32264,0,28518,0,36936,7812,2100,1920,0,0,6885,990,0,0,0,1632,0,0,2368,1536,0,0,2400,4896,0,0,7568,4832,0,0,2805,1408,0,0,2280,2272,0,-2.499503,-3.064275,0.93452,3,0
9752,94656,0,0,4250,6732,0,0,1444,0,0,24880,0,38184,0,35672,8096,9184,3485,0,0,2844,4223,0,0,0,2088,0,0,5076,2784,0,0,4600,6930,0,0,2664,6644,0,0,9185,3026,0,0,5076,0,0,-1.645059,-2.480549,0.928853,2,0
8640,59280,0,41630,8704,9548,0,0,45900,0,0,41151,0,52374,0,54360,7697,11753,8732,0,0,7802,8880,0,0,0,7152,0,0,11431,8880,0,0,12600,9548,0,0,7755,9362,0,0,12225,9300,0,0,11360,0,0,-0.766708,-1.822452,0.933149,1,0
0,21888,0,927,14994,8313,0,0,36855,0,0,31724,0,52250,0,43300,5088,10080,7693,0,0,10380,7644,0,0,0,7693,0,0,10080,7644,0,0,10912,8262,0,0,10320,7950,0,0,10540,8058,0,0,9853,0,0,-0.403956,-0.905669,0.939795,0,0
924,0,52992,20475,3132,0,0,0,2822,0,0,0,0,0,111616,0,27178,9360,0,0,0,17658,0,33100,0,28747,0,30020,0,7942,19422,0,0,17941,26412,43648,0,17250,20640,44392,0,16576,17775,0,0,15552,6154,0,3.974596,10.274805,0.926485,11,0
114156,0,0,6946,0,67050,53868,0,0,0,5240,7722,0,0,0,0,104720,56295,52116,0,10580,42673,52269,0,22712,0,50750,0,27679,55328,57375,0,12144,79713,50544,4800,34848,69639,43920,11220,102336,68228,55727,0,87885,58888,24642,0,-5.416382,10.794136,0.932997,12,0
130472,0,0,5733,0,76152,40330,0,0,0,2852,6300,0,0,0,0,125488,67348,44020,0,9216,63512,54489,0,28900,0,34648,0,24300,44488,51183,0,22264,88057,59944,10260,46002,75208,53874,18312,122169,63758,52029,0,113896,58788,32651,0,-5.634253,11.769819,0.934767,13,0
0,0,26319,9912,2464,0,0,0,0,0,4305,0,81965,0,0,0,0,28910,0,270435,75364,43885,0,16279,0,87882,0,15120,176180,10488,40365,41925,44275,43086,12474,12672,0,40572,57399,22790,0,37170,47144,0,0,34656,85852,6401,0.718134,13.992208,0.935006,14,0
0,0,14245,7293,2,0,0,0,0,0,4633,0,46750,0,0,0,0,21000,0,206184,30225,42,0,10152,83106,46284,0,9646,141431,20925,0,13255,36792,14288,0,5814,0,5088,0,10908,0,22099,0,20020,0,20700,83358,17536,0.729852,14.490519,0.801319,14,2
0,0,20984,7632,0,0,0,0,0,0,4788,0,49770,0,0,0,0,24196,0,159904,51876,29085,0,6993,0,56840,0,11033,150029,24366,0,15934,57664,30316,0,12749,0,28325,0,11660,0,25380,0,15660,0,23660,93095,14840,1.012838,13.916695,0.792302,13,2
0,0,23229,2262,3219,0,0,0,0,0,0,0,37128,0,0,0,0,16776,0,140640,51062,18788,0,14910,0,51614,0,13332,0,16543,0,26280,60965,19829,0,16543,0,18711,0,17538,0,17447,0,30800,0,16401,54870,29637,1.621841,12.852353,0.798956,12,2
0,0,19126,1242,4551,0,0,0,0,0,0,0,0,0,0,0,0,14144,0,0,83776,15478,0,18486,0,43316,0,16798,0,14144,0,37290,3910,16576,0,21746,0,15407,0,22525,0,14910,17480,44833,0,14144,0,49375,2.178198,11.779685,0.795603,11,2
2225,0,37400,10797,4144,0,0,0,6630,0,0,0,0,0,56625,0,8362,11100,0,0,0,11387,0,23850,0,29492,0,21252,0,11160,0,40300,0,12608,0,29294,0,11904,7881,30184,0,11590,14413,0,0,11100,0,65794,3.190028,10.525004,0.791903,10,2
4788,0,71060,18177,4360,0,0,0,6200,0,0,0,0,0,37338,0,11058,7708,0,0,0,4410,0,36252,0,20088,6624,31654,0,7498,12172,135223,0,9690,3220,52164,0,9075,12512,54144,0,8692,10664,0,0,8480,0,0,4.567846,8.89489,0.794527,9,2
3784,0,29997,21931,2691,0,0,0,4932,0,0,0,0,0,30772,0,7008,7600,10030,0,0,6751,11115,52824,0,17094,8100,36680,0,7050,9450,0,0,2870,11502,115710,0,4865,9792,131988,0,6672,8265,0,0,6392,0,0,5.026133,7.458608,0.797563,8,2
3298,0,40533,10385,5000,10659,0,0,8288,0,0,0,0,0,17854,0,10854,5344,8648,0,0,7216,7098,38772,0,21200,8554,32689,0,6760,0,0,0,2873,3096,0,0,4950,1980,0,0,0,0,0,0,0,0,0,2.692967,7.511735,0.797324,7,2
11970,0,27750,10105,5289,3195,0,0,6396,0,0,0,0,0,36764,0,975,5600,8037,0,0,7802,7866,0,0,14691,7943,0,0,6279,7098,0,0,5239,8507,0,0,3726,7266,0,0,5576,6142,0,0,4800,0,0,2.583162,6.477758,0.793038,6,2
11594,0,0,15912,6256,8510,0,0,9780,0,0,0,0,0,42558,0,11532,1817,8476,0,0,7920,1776,0,0,0,7776,0,0,6437,11060,0,0,12580,11952,0,0,10956,11270,0,0,11808,10833,0,0,11270,0,0,2.058976,5.596316,0.786687,5,2
45,0,0,9592,7154,7240,0,0,3468,0,0,0,0,0,43188,0,8595,6560,6680,0,0,6970,6474,0,0,0,6435,0,0,6724,5022,0,0,6903,5780,0,0,6228,5280,0,0,6536,5022,0,0,6216,0,0,1.047061,4.857271,0.795043,4,2
7954,0,0,10152,8949,7788,0,0,0,0,0,0,0,36181,0,0,8256,7095,6068,0,0,7353,6232,0,0,0,6068,0,0,6930,5346,0,0,6230,5985,0,0,5742,5445,0,0,6192,5184,0,0,5544,0,0,0.06272,3.991289,0.794391,3,2
0,0,15300,4725,4200,0,0,0,0,0,0,0,71121,0,0,0,0,38608,0,26452,47422,0,0,10561,113696,49887,0,9800,156520,39390,0,12331,41446,0,0,8850,137472,0,0,8950,0,0,0,18249,0,0,75060,16644,0.288711,15.002547,0.784244,15,2
0,0,14768,1216,390,0,0,0,0,0,3328,0,103880,0,0,0,0,1300,0,0,35595,0,0,9240,126801,0,0,8694,173052,0,0,13312,40664,0,0,9027,137216,0,0,9129,0,0,0,16946,0,0,73216,9366,-0.543188,15.99218,0.788848,16,2
0,0,726,721,4437,0,15663,0,0,0,4171,0,114072,0,0,0,0,0,0,0,37268,0,0,7956,43260,0,0,7450,65727,0,0,9010,19920,0,0,6068,552,0,0,5960,0,24518,0,10614,0,7952,0,120,-0.957419,16.977488,0.782731,17,2
7865,0,0,14475,8160,8040,0,0,13800,0,0,0,0,43945,23028,0,8151,4445,2912,0,0,4847,3528,0,0,0,296,0,0,1404,2937,0,0,2680,3885,0,0,4563,3597,0,0,4408,2409,0,0,3990,0,0,2.986433,0.223779,0.790213,2,2
6525,0,0,8296,9790,5544,0,0,18480,0,0,0,0,65110,0,39405,6048,4420,2646,0,0,3584,3000,0,0,0,5000,0,0,3741,3234,0,0,4104,2040,0,0,3922,3000,0,0,3675,3267,0,0,3848,0,0,1.750357,-0.961527,0.790503,1,2
