Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,x_position,y_position,z_position,unit_distance_from_origin,unit_id
33030,0,7740,2850,0,9593,0,3892,0,0,75400,0,0,0,0,12474,0,0,0,43524,0,0,0,0,0,18810,30282,20992,0,126,0,11077,0,21576,0,0,0,0,20444,7832,0,0,0,0,-6.007225063271406,8.02074608542138,0.9895886954997195,10,42
31104,0,6840,6862,0,7462,0,5494,0,0,80483,0,0,0,0,22991,0,0,0,40018,0,0,0,0,0,22304,27993,16974,0,18368,0,11424,0,20976,0,0,0,0,18224,8208,0,0,0,0,-7.251789781200415,8.30475497098189,0.9890561881276199,11,42
71504,0,10248,7952,0,11214,0,5805,0,0,107844,0,0,0,0,26208,0,0,0,45981,0,0,0,0,0,24985,31212,9856,0,28514,0,15092,0,11970,0,0,0,0,30666,10790,0,0,0,0,-8.064957832942213,8.920752242864154,0.9783106100010741,12,42
85901,0,3055,4788,0,12210,0,4026,0,0,52324,0,0,0,197098,20500,0,0,0,24138,0,0,0,0,0,27089,20066,12871,0,21725,0,9078,0,0,0,0,0,0,20740,7084,0,0,0,120,-8.175758204897953,10.149470143414007,0.985330238582037,13,42
0,0,1155,4000,45840,27606,0,5168,0,0,18760,0,0,0,0,74664,0,0,0,20075,0,0,8100,20720,0,0,9359,4633,102900,144525,0,12090,0,0,24975,12948,0,0,13360,8601,0,0,0,24444,-1.4167322412144756,13.930483639148072,0.9941789612887533,14,42
0,0,609,4403,61200,25854,0,5000,0,0,17355,0,0,0,81220,39162,0,0,0,18130,0,0,6437,0,0,0,8685,9396,0,77401,0,8468,0,0,0,9982,0,0,7912,9443,0,0,0,9559,-3.874175853162906,14.507012369522581,0.9911937966058986,15,42
0,0,6426,3712,152490,22088,0,4838,0,0,16443,0,0,0,30858,30888,0,0,0,16240,0,0,7392,0,0,0,2926,8281,0,50500,0,5256,0,0,0,6864,0,0,7740,3937,0,0,0,13157,-5.389473233499757,15.082659515832887,0.9804229585454323,16,42
0,0,3120,3248,211205,6195,0,3360,0,0,11310,0,0,0,60625,21756,0,0,0,9699,0,0,0,0,0,0,7503,5330,0,23000,0,4130,0,0,0,3572,0,0,8436,3366,0,0,0,7442,-7.3935689521773895,15.329986349562944,0.9799850572890136,17,42
0,0,4356,1485,283746,19350,0,1479,0,0,16146,0,0,0,43229,20726,0,0,0,13192,0,0,0,0,0,0,9405,6164,0,31714,0,8804,0,0,0,0,0,0,405,6125,0,0,0,5858,-7.887153514831539,16.233119091667305,0.9820731151867221,18,42
7844,7680,0,15678,4585,0,5544,23387,0,0,0,0,0,0,0,0,18944,0,0,0,9804,23290,22272,0,10176,0,0,0,0,0,11144,0,11468,1970,0,84975,0,0,0,0,0,0,0,0,4.597173127015967,-0.05935307908905241,0.830726104687195,4,13
7776,1830,0,7194,6432,0,5661,10234,0,0,0,0,0,0,0,0,8330,0,0,0,10788,18147,44312,0,13192,0,0,31175,0,0,11880,0,10285,15360,0,77860,0,0,0,0,0,0,0,0,3.963278986075302,0.2297289041122994,0.8237339965349051,3,13
9222,0,5220,9259,6512,0,5304,11685,0,0,0,0,0,0,0,0,33558,0,0,0,12462,3174,31482,0,18091,0,0,57816,0,0,11200,0,13082,207,0,18600,0,0,0,0,0,0,0,0,2.4527676463108232,1.70961103935361,0.8274408456938147,2,13
15695,6804,7379,5390,3400,9792,8424,5805,0,0,0,0,0,0,0,0,0,68276,0,0,0,0,1095,0,42513,95745,31410,28896,0,0,0,15708,20794,17168,0,0,0,0,9430,0,0,0,0,0,-0.9688087840853825,4.912668683908407,0.8257915267902831,5,13
19090,9462,8208,7203,2300,13542,285,6006,0,0,0,0,0,0,0,0,0,68322,0,0,0,0,0,0,68540,81480,23579,26132,0,0,0,16848,34126,23760,0,0,0,0,11925,14240,0,0,0,0,-1.9203166748006737,5.708290610447449,0.8114740094450781,6,13
20910,11800,1092,6384,20358,8190,0,1470,0,0,1044,0,0,0,0,0,0,37268,0,62062,0,0,0,0,78057,16605,25752,22011,0,0,0,11658,28208,12711,0,0,0,0,5768,8670,0,0,0,0,-2.7830193559697847,6.453448108285329,0.8265951466891011,7,13
23220,0,4290,3402,9514,12283,0,3060,0,0,51660,0,0,0,0,0,0,37513,0,57824,0,0,0,0,0,33904,24388,18549,0,0,0,11470,1378,19008,0,0,0,0,17334,7536,0,0,0,0,-3.637838189883471,7.13824332700036,0.81831188463633,8,13
28032,0,1533,3053,18117,7080,0,3332,0,0,64600,0,0,0,0,0,0,18906,0,41520,0,0,0,0,0,31137,17526,15914,0,0,0,4408,0,14272,0,0,0,0,12420,7650,0,0,0,0,-4.171921305262504,8.011668879865038,0.8227105573852782,9,13
37720,0,1476,1404,28756,7656,0,140,0,0,52480,0,0,0,0,22659,0,0,0,34980,0,0,0,0,0,10268,18328,13199,0,0,0,8965,0,22048,0,0,0,0,11286,6390,0,0,0,0,-4.751115950142019,8.807390548800877,0.8194073361552796,10,13
40330,0,5460,713,45895,7920,0,2712,0,0,42939,0,0,0,0,22194,0,0,0,27048,0,0,0,0,0,20592,16206,11220,0,27450,0,7650,0,0,0,0,0,0,11960,5054,0,0,0,0,-5.027757208226831,9.789957673524157,0.8185716827306919,11,13
54356,0,4428,551,46250,8280,0,0,0,0,30098,0,0,0,0,18760,0,0,0,20640,0,0,0,0,0,23200,11800,2349,0,30282,0,3280,0,0,0,0,0,0,9912,2709,0,0,0,8775,-5.052561502629111,10.954715861874766,0.8206585303577185,12,13
59280,0,6435,1368,51708,13650,0,1782,0,0,34750,0,0,0,164205,23850,0,0,0,17328,0,0,0,0,0,24708,2209,3348,0,42700,0,7261,0,0,0,66,0,0,13778,6534,0,0,0,17091,-5.405116807185351,11.840084518916854,0.818573145533037,13,13
38985,0,5104,400,0,855,0,2037,0,0,34250,0,0,0,133577,7264,0,0,0,20332,0,0,0,0,0,8856,15088,7852,0,15580,0,6075,0,0,0,0,0,0,10836,4998,0,0,0,13110,-7.234704655374536,12.002710111433533,0.8093354194775202,14,13
41856,0,3306,768,1272,675,0,476,0,0,20160,0,0,0,124307,13845,0,0,0,12852,0,0,0,0,0,19173,2106,2030,0,9360,0,1566,0,0,0,0,0,0,8517,3051,0,0,0,11457,-7.526020462464366,12.991776427989059,0.8198761552075666,15,13
0,0,4816,855,51555,1107,0,20,0,0,380,0,0,0,87450,3267,0,0,0,8272,0,0,0,0,0,13872,7614,6578,0,8018,0,1534,0,0,0,0,0,0,8586,2916,0,0,0,4472,-8.090608465619997,13.829016314893437,0.8195138731207408,16,13
0,0,2781,1860,85632,784,0,1786,0,0,4635,0,0,0,45750,9400,0,0,0,3268,0,0,5332,0,0,0,1075,5320,0,13905,0,2220,0,0,0,3927,0,0,4,60,0,0,0,10266,-6.136271785538156,15.855201069707391,0.8252926895468136,17,13
0,0,1620,2522,0,0,1805,0,0,0,0,0,0,0,0,0,0,0,9792,0,0,0,3277,7560,0,0,3752,4921,29007,0,536,3366,0,0,4960,3000,0,0,3024,0,0,0,25086,0,4.612880239736729,17.42590867265177,0.8234880782886194,18,13
6624,5320,64,18072,4503,0,13455,6831,0,8680,0,0,33770,0,0,0,0,21093,0,0,0,13464,0,0,13736,0,0,0,0,0,32500,0,5781,10584,0,0,0,0,0,0,0,17496,0,0,0.6631304298618392,-1.8783641471545316,0.8224871432885266,1,13
6909,5600,20293,14208,8360,0,6650,11220,0,0,0,0,8820,0,0,0,0,16456,0,0,0,15330,0,0,14070,0,0,11303,0,0,33252,0,4960,9971,0,0,0,0,0,0,0,21360,0,0,0.2389109006941581,-0.9533490976879122,0.8232386169001984,0,13
14527,11058,6400,8250,3638,3038,5776,10788,0,0,0,0,0,0,0,0,64296,0,0,0,360,44343,20090,0,26274,0,45506,35738,0,0,9792,4462,21894,18224,0,24464,0,0,14175,0,0,0,0,0,1.4622561656600845,4.343916145039843,0.830726104687195,4,23
13160,11529,9920,9126,5372,0,6407,10384,0,0,0,0,0,0,0,0,62133,0,0,0,4728,49206,23580,0,33082,0,59348,29500,0,0,13986,0,20336,25500,0,29800,0,0,25410,0,0,0,0,0,1.7112717493230996,3.614166674988379,0.8068799909542932,3,23
9072,10521,12213,12288,3219,0,1377,13731,0,0,0,0,0,0,0,0,40833,0,0,0,14212,34983,33899,0,15296,0,0,56942,0,0,17336,0,9460,23859,0,50922,0,0,0,0,0,0,0,0,2.4012794870437926,1.7819285475172553,0.817153856475997,2,23
2150,4158,0,31512,0,0,8400,30694,31878,0,0,0,0,23373,0,0,16709,0,0,0,8932,12420,46655,0,9126,0,0,0,0,0,16353,0,7595,0,0,0,0,0,0,0,0,38318,0,0,3.8324525822016113,-3.2519466390898373,0.8227353540815443,5,23
4800,3683,0,40599,0,0,6771,36079,20838,0,0,0,10829,46052,0,0,14000,0,0,0,7920,7434,0,0,7426,0,0,0,0,0,17457,0,6815,0,0,0,0,0,0,0,0,28381,0,0,4.040366009662549,-4.448243028261643,0.825325502509429,6,23
3960,4200,0,62665,1925,0,9550,43355,26117,0,0,0,13736,33630,0,0,11655,0,0,0,6850,9434,0,0,6705,0,0,0,0,0,18900,0,4080,0,0,0,0,0,0,0,3144,21414,0,0,4.213977694696634,-5.626168679059084,0.8247226115302055,7,23
3960,4485,0,90768,608,0,19400,68552,37940,0,0,0,14960,35175,0,0,10560,0,0,0,3312,10089,0,0,3838,0,0,0,0,0,35941,0,2408,0,0,0,0,0,0,0,204750,19024,0,0,4.440700878555269,-6.667947742949423,0.8129971777128162,8,23
3360,4144,0,0,1008,0,9696,69438,17420,0,0,0,10089,30300,0,0,6966,0,0,0,5922,8694,0,0,4329,0,0,0,0,0,22200,0,4836,0,0,0,0,0,0,0,88416,14910,0,0,4.6490183995768035,-7.734061008749709,0.8261926157422863,9,23
2958,3604,0,0,3535,0,22672,117120,24250,0,0,0,9405,28980,0,0,8268,0,0,0,5040,7852,0,0,4040,0,0,0,0,0,50868,0,4212,0,0,0,0,0,0,0,141120,12998,0,0,4.881479458756132,-8.749739738911984,0.8210037743880321,10,23
3201,2987,0,0,2124,0,0,146916,16252,0,0,0,8580,19456,0,0,7124,0,0,0,4872,6468,0,0,5125,0,0,0,0,0,23030,0,3990,0,0,0,0,0,0,0,83752,11960,0,0,5.112693207741977,-9.798892549777658,0.8203276659411358,11,23
7791,5896,17301,437,0,1736,14960,11590,0,0,0,0,46670,0,0,0,0,20485,0,0,0,13736,0,0,20328,0,84581,0,0,0,24510,0,9240,11907,0,0,0,0,0,0,0,66976,0,0,-1.6136959230798205,-1.0876172472101509,0.8260467221984982,1,23
8968,5822,16060,16590,960,0,12672,13300,0,0,0,0,67232,0,0,0,0,16165,0,0,0,15249,0,0,24240,0,139750,0,0,0,20076,0,14560,13056,0,0,0,0,0,0,0,112569,0,0,-0.8422865809833269,-0.5248941911572018,0.8241179606252445,0,23
36808,0,4773,3996,0,10269,0,3498,0,0,32775,0,0,0,93849,22230,0,0,0,19800,0,0,0,0,0,21402,13926,10858,0,5880,0,5040,0,0,0,0,0,0,6305,4092,0,0,0,14134,-6.682387563813009,9.996217026784748,0.8199260028422941,12,23
54120,0,5376,4066,0,9760,0,800,0,0,37734,0,0,0,156313,20025,0,0,0,21335,0,0,0,0,0,18408,15525,11088,0,7904,0,4588,0,0,0,0,0,0,7178,3612,0,0,0,15092,-7.44372646329164,10.659331820776444,0.818331595653035,13,23
0,91143,2496,3842,12544,75543,2120,0,0,0,0,0,0,0,0,0,0,0,16380,0,50941,0,5617,16170,0,0,6460,8450,21200,0,0,4224,0,0,8372,4455,0,0,3484,3255,0,0,0,21120,4.807405868894008,13.154741004704723,0.8240502054024119,14,23
0,105840,2424,1771,6549,84352,1782,0,0,0,0,0,0,0,0,0,0,0,16256,0,41154,0,4352,12375,0,0,5355,6084,14235,0,0,4410,0,0,13984,6615,0,0,5320,3762,0,0,0,16344,6.732798475341694,13.409615284749293,0.8331386724814329,15,23
0,0,1200,2880,77345,14336,0,3465,0,0,11880,0,0,0,38160,22275,0,0,0,11210,0,0,5500,0,0,0,7448,6028,0,35344,17733,0,7525,8712,0,0,0,0,0,0,0,54120,0,0,-4.304851077475449,15.45073963515701,0.8252194438549209,16,23
0,0,722,1898,142560,11859,0,1595,0,0,8750,0,0,0,4950,20664,0,0,0,8320,0,0,5031,0,0,0,2268,5412,0,34100,17664,0,7396,9108,0,0,0,0,0,0,0,54436,0,0,-5.462057090461165,16.123621055564954,0.8233360505045199,17,23
0,0,4176,1247,219648,12208,0,2448,0,0,15180,0,0,0,56430,13160,0,0,0,10716,0,0,0,0,0,0,8528,6006,0,20196,0,4992,0,0,0,2516,0,0,9184,782,0,0,0,7320,-7.813131013420987,16.631472213884464,0.9384967963003426,18,21
0,0,5876,3333,284310,18832,0,1462,0,0,15696,0,0,0,81060,17538,0,0,0,13475,0,0,0,0,0,0,4158,3450,0,32130,0,6050,0,0,0,3024,0,0,12720,5472,0,0,0,11040,-7.55467903545437,16.333240806513174,0.9121946910811403,17,21
0,0,3658,2759,215080,17617,0,3150,0,0,10908,0,0,0,54480,21336,0,0,0,5292,0,0,574,0,0,0,4950,5712,0,32010,0,1302,0,0,0,5950,0,0,8085,3240,0,0,0,12608,-6.7053629767255245,15.5940524478018,0.9317636663353,16,21
0,0,3776,2772,138358,16936,0,1617,0,0,5408,0,0,0,23800,24108,0,0,0,11880,0,0,7398,0,0,0,9504,7850,0,41810,0,3562,0,0,0,5610,0,0,7708,5084,0,0,0,14688,-5.620478313399815,14.95192665757287,0.925429027560412,15,21
0,0,5203,4773,85974,25334,0,4902,0,0,26832,0,0,0,79496,37515,0,0,0,22407,0,0,8382,0,0,0,13908,10824,0,67262,0,6844,0,0,0,9548,0,0,10521,3525,0,0,0,20381,-4.627105536732067,14.230233394105461,0.9210818882500149,14,21
26199,0,4875,4446,74460,19436,0,3861,0,0,26208,0,0,0,117448,32136,0,0,0,19404,0,0,9638,0,0,0,11078,9680,0,53480,0,5940,0,0,0,10168,0,0,10858,4300,0,0,0,20315,-4.693270338484808,13.159174197296807,0.9242953136667893,13,21
100510,0,5246,960,28980,23436,0,3776,0,0,42090,0,0,0,95559,40950,0,0,0,24206,0,0,5495,0,0,34600,12648,10187,0,76500,0,8162,0,0,0,1944,0,0,14760,3699,0,0,0,22568,-4.56617570850981,12.161635302073194,0.8941786457105778,12,21
54108,0,5586,3312,30744,19656,0,912,0,0,39389,0,0,0,0,46720,0,0,0,34866,0,0,10877,0,0,59451,18011,14504,0,73872,0,9982,0,0,0,12950,0,0,9300,8030,0,0,0,26414,-3.372912633444084,11.487863329840492,0.9237195562951191,11,21
50844,0,4978,3861,26712,24885,0,5376,0,0,56763,0,0,0,0,70692,0,0,0,37296,0,0,11041,0,0,71040,16543,7560,0,690,0,9504,0,0,0,12160,0,0,12474,4422,0,0,0,31428,-2.748372219079087,10.648464963144642,0.926224608381575,10,21
46800,0,5112,4440,25123,13310,0,2695,0,0,43382,0,0,0,0,41757,0,0,0,35937,0,0,11529,0,0,88206,16482,14080,0,0,0,8832,3456,35643,0,5148,0,0,10494,6966,0,0,0,0,-2.097544084557347,9.772249893830347,0.9317564110125466,9,21
34155,891,7104,1632,23144,25272,9780,1431,0,0,18486,0,0,0,0,0,0,0,0,0,0,0,14472,0,0,103140,19296,16940,0,0,0,11940,99702,48807,0,15336,0,0,11832,10726,0,0,0,0,-1.27522580895349,8.881295557708814,0.9270671325861969,8,21
25830,32249,6900,5060,20254,26536,10948,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640,0,0,138086,18425,19646,0,0,0,13872,72377,29484,0,19522,0,0,15466,42,0,0,0,0,-0.3824639914169825,7.9795607759183245,0.9197557246197964,7,21
22437,16320,2349,8109,15680,14535,6118,4305,0,0,0,0,0,0,0,0,51940,0,0,0,0,0,18225,0,0,117249,27144,26226,0,0,0,12600,35460,11970,0,21402,0,0,13888,0,0,0,0,0,0.4149023479285081,6.966434299848464,0.9274054268953804,6,21
15813,15183,6972,9918,13398,20064,5600,11224,0,0,0,0,0,0,0,0,91430,0,0,0,28800,34224,22410,0,0,77616,34726,34335,0,0,0,18900,38500,16905,30800,27700,0,0,12824,0,0,0,0,0,1.5610997948932748,5.77707554474212,0.9317210208725183,5,21
16880,17739,10744,11966,10561,0,9660,14768,0,0,0,0,0,0,0,0,76415,0,0,0,26800,85377,27930,0,32592,0,23779,48720,0,0,14271,0,26730,42612,118736,37392,0,0,27816,0,0,0,0,0,2.614408360099853,4.242554503812089,0.924965624430672,4,21
8404,7567,15057,282,0,9405,8528,8544,0,0,0,0,59241,0,0,0,0,27090,0,0,0,24300,0,0,32930,0,170280,0,0,0,0,40626,17252,12462,0,0,0,0,56244,24660,0,0,0,0,-3.835843430172935,1.0905956979765592,0.924326832016243,3,21
2499,13199,7480,11368,6494,14586,12648,5291,0,0,0,0,0,0,0,0,81000,0,0,0,0,45276,22248,0,38025,0,93080,38236,0,0,0,22040,49104,44485,0,22704,0,0,19320,0,0,0,0,0,0.43200803589595216,2.934415488670669,0.9266569649473835,2,21
12328,9828,7865,14850,5551,2873,12804,9947,0,0,0,0,0,0,0,0,28560,51600,0,0,0,34226,0,0,42700,0,141006,81909,0,0,0,23850,35728,23100,0,20709,0,0,9024,0,0,0,0,0,0.25088385259085016,1.9829510075067076,0.9063688907062132,1,21
11466,7439,17100,17325,6812,0,8507,15910,0,0,0,0,0,0,0,0,6240,43344,0,0,0,20513,0,0,27072,0,133900,83754,0,0,26000,702,33696,47596,0,35534,0,0,34750,0,0,0,0,0,0.3407700015190125,0.9100400300397737,0.9297410420343332,0,21
0,0,1692,3616,36642,15138,0,4329,0,0,20833,0,0,0,49131,24408,0,0,0,17706,0,0,7252,0,0,0,10498,7987,0,44135,0,6390,0,0,0,7191,0,0,9184,4268,0,0,0,14823,-3.8755462493989725,14.615629841987957,0.9261697844180632,15,0
0,0,1127,2175,185166,16352,0,1764,0,0,5928,0,0,0,26892,22194,0,0,0,4158,0,0,4360,0,0,0,7257,10452,0,37100,0,3808,0,0,0,10585,0,0,7140,4305,0,0,0,14283,-6.105866415365277,14.793475957285652,0.9246043858899071,16,0
80065,0,4884,3468,77468,11058,0,2185,0,0,27027,0,0,0,167240,21489,0,0,0,17520,0,0,0,0,0,25286,13332,9800,0,24565,0,6795,0,0,0,0,0,0,11834,5280,0,0,0,15808,-7.507822439615197,12.95173309997098,0.9304727678681388,14,0
86229,0,5520,4440,12555,9024,0,3192,0,0,32421,0,0,0,202160,14056,0,0,0,20066,0,0,0,0,0,20867,15480,10614,0,23280,0,7536,0,0,0,0,0,0,13260,5934,0,0,0,15480,-7.245030538640847,11.952411422821896,0.9350496050204811,13,0
84597,0,6674,4428,0,13490,0,3068,0,0,41760,0,0,0,272831,27454,0,0,0,23545,0,0,0,0,0,30858,16644,8148,0,30996,0,8580,0,0,0,0,0,0,16188,5029,0,0,0,22400,-6.906676085473251,11.002321725463176,0.9322214495410037,12,0
64578,0,6600,3900,0,14508,0,2928,0,0,52451,0,0,0,240990,32487,0,0,0,30458,0,0,0,0,0,31350,15714,6120,0,25160,0,9612,0,0,0,0,0,0,16344,7344,0,0,0,0,-6.65021950315834,9.986577388546664,0.9372253689355716,11,0
50500,0,7440,2584,0,12740,0,80,0,0,69856,0,0,0,0,33600,0,0,0,39330,0,0,0,0,0,28028,26093,18343,0,32230,0,9145,0,23200,0,0,0,0,20554,7791,0,0,0,0,-6.542413299986734,8.829774150822075,0.9268815129995005,10,0
35700,0,7968,1876,0,9968,0,3828,0,0,82305,0,0,0,0,1925,0,0,0,47760,0,0,0,0,0,31900,31209,9660,0,403,0,11529,0,20424,0,0,0,0,21303,9063,0,0,0,0,-6.26980975139751,7.765080405019448,0.9379340630892443,9,0
31200,0,7560,6854,0,6903,0,5206,0,0,85752,0,0,0,0,0,0,29145,0,60444,0,0,0,0,50394,20562,36624,21566,0,0,0,14484,0,11388,0,0,0,0,24840,10740,0,0,0,0,-5.937956085959609,6.750539245764283,0.9351089287046079,8,0
22865,0,4998,5238,0,11764,0,3828,0,0,63684,0,0,0,0,0,0,120771,0,79730,0,0,0,0,99584,41752,28448,404,0,0,0,16520,0,21321,0,0,0,0,30396,12028,0,0,0,0,-5.624586693930048,5.63992957016459,0.9273543490839415,7,0
16872,10584,5940,10065,0,6438,0,5700,0,0,8618,0,0,0,0,0,0,43338,0,78182,0,0,0,0,99120,35305,58058,0,0,0,0,8970,0,12006,0,0,0,0,23175,7070,0,0,0,0,-5.081402851313777,4.790144755020052,0.9296444552535945,6,0
14775,11590,11000,9800,0,7700,0,6864,0,0,0,0,0,0,0,0,0,63945,0,78684,0,0,0,0,85698,33835,77321,0,0,0,0,24210,33040,8241,0,0,0,0,35964,15768,0,0,0,0,-4.537686146942541,3.918535429070559,0.9350298236860795,5,0
14910,8366,12470,11340,0,9288,1750,8016,0,0,0,0,11328,0,0,0,0,39930,0,8911,0,0,0,0,59640,47539,107533,0,0,0,0,29488,21580,10615,0,0,0,0,27729,19680,0,0,0,0,-4.186585192978956,2.7153917825334446,0.9376070972040793,4,0
12152,2816,16252,504,0,7267,8700,8640,0,0,0,0,87696,0,0,0,0,31360,0,0,0,15314,0,0,43992,0,176624,0,0,0,0,40454,17168,9359,0,0,0,0,30816,25389,0,0,0,0,-3.837087288384839,1.1059375720213946,0.9411359009313855,3,0
0,0,3625,2675,0,10368,0,1751,0,0,21168,0,0,0,114444,7896,0,0,0,12586,0,0,0,0,0,0,8178,6321,0,21894,0,5343,0,0,0,0,0,0,10614,1750,0,0,0,2581,-8.715599840911224,14.615369154477591,0.9359987373790225,17,0
0,0,2280,483,154907,4134,0,77,0,0,18164,0,0,0,76538,16350,0,0,0,11505,0,0,0,0,0,0,6760,2376,0,25650,0,4170,0,0,0,0,0,0,7955,3444,0,0,0,3021,-8.870365935235185,15.678178426147493,0.9209660185741235,18,0
10505,2730,10353,11284,1875,0,9845,12768,0,0,0,0,0,0,0,0,40698,0,0,0,7285,36842,33504,0,19312,0,0,77598,0,0,25576,0,14200,13630,0,0,0,0,0,0,0,103944,0,0,2.166633515147078,2.025076815895569,0.9374418869251097,2,0
13286,2844,15768,20559,11088,0,11033,15680,0,0,0,0,0,0,0,0,50490,0,0,0,0,28520,62244,0,19760,0,0,86496,0,0,30603,0,12160,16200,0,0,0,0,0,0,0,66882,0,0,1.7357927755671947,0.9774521851969689,0.918100658423339,1,0
0,351860,532,4797,11330,232554,3392,0,0,0,0,0,0,0,0,0,0,0,17010,0,0,0,6063,15680,0,0,9405,10797,11760,0,4760,0,0,0,11760,6552,0,0,4064,0,0,0,78052,0,7.917890476104539,15.471208477272365,0.9439146387198716,17,25
0,281580,2074,4403,14112,58752,3744,0,0,0,0,0,0,0,0,0,0,0,20493,0,0,0,6336,16776,0,0,10788,9180,27727,0,4720,0,0,0,8220,7680,0,0,2613,0,0,0,99372,0,7.853776575479202,15.05617555864701,0.9225272919086933,16,25
0,211628,1407,3737,9750,0,3392,0,0,0,0,0,0,0,0,0,0,0,22576,0,32562,0,6750,18924,0,0,9620,12730,15812,0,5412,0,0,0,11154,8232,0,0,1728,0,0,0,140800,0,7.60865956578948,13.989651268449592,0.9348193386930035,15,25
0,169670,2079,4095,9500,0,3774,0,0,0,0,0,0,0,0,0,0,0,27542,0,38784,0,8112,23674,0,0,13192,14454,12960,0,5842,0,0,0,17025,10266,0,0,2952,0,0,0,205516,146674,7.2416580531352395,13.125640510419593,0.9373303611816368,14,25
0,104130,1728,5617,6808,0,1998,0,0,0,0,0,0,0,0,0,0,0,35828,0,68515,0,7968,25245,0,0,15257,15123,30353,0,6251,0,0,0,18104,9434,0,0,6815,0,0,0,185928,157080,6.923327732614439,12.16322923991843,0.9249431318874599,13,25
0,74358,4059,5863,8370,0,4366,0,0,0,0,0,0,0,0,0,0,0,44164,0,27040,0,9048,30210,0,0,9030,18000,17182,0,3901,0,0,124852,21546,9462,0,0,7448,0,0,0,57125,198440,6.6717218831723955,11.124011436662478,0.9346574420726483,12,25
0,58888,592,7400,13135,0,4961,0,0,0,0,0,0,0,0,0,0,0,53922,0,34230,0,11163,42008,0,0,3402,21449,22842,0,4512,0,0,128528,27455,14214,0,0,7632,0,0,0,0,31680,6.310903678014974,10.164200319516848,0.9314515861515247,11,25
0,44506,169,6992,9204,0,2880,0,0,0,0,0,0,0,0,0,0,0,83148,0,33600,0,11700,49446,0,0,0,24346,25466,0,7446,0,0,151716,31000,14740,0,0,9735,0,0,0,0,0,6.1935945208844885,9.028611880218655,0.9206518194318392,10,25
0,33475,4183,4324,7785,0,2835,0,0,0,0,0,0,0,0,0,0,0,94785,0,17388,12672,13568,67536,0,0,0,28800,18880,0,8162,0,0,134100,39269,17568,0,0,10800,0,0,0,0,0,6.077830261022193,7.891300262955312,0.9380710928464566,9,25
0,27118,2225,9632,11220,0,833,0,0,0,0,0,0,0,0,0,99360,0,3944,0,22078,78674,15820,89100,0,0,0,36252,22560,0,8690,0,23684,106536,52164,22270,0,0,13419,0,0,0,0,0,5.811739744882331,6.843441274884114,0.9256636475500954,8,25
0,21238,3219,8918,8910,0,6348,0,0,0,0,0,0,0,0,0,39072,0,0,0,21208,96300,19355,82712,0,0,0,41536,0,0,9794,0,29726,78684,75816,18265,0,0,12726,0,0,0,0,0,5.5897787647963355,5.635772157606908,0.9216478975367295,7,25
0,15744,3567,9911,8134,0,4752,0,0,0,0,0,0,0,0,0,52000,0,0,0,20252,78729,20898,61120,0,0,0,56021,0,0,9204,0,36455,64930,92140,29391,0,0,6084,0,0,0,0,0,4.973669168636278,4.894076300574586,0.92581328900053,6,25
0,13380,1679,14208,8784,0,4089,16058,0,0,0,0,0,0,0,0,74370,0,0,0,24276,70128,26966,0,22576,0,0,42210,0,0,11468,0,34272,42205,141792,39852,0,0,18942,0,0,0,0,0,4.252510513827515,4.220350667133353,0.9145333036944976,5,25
9724,11825,3713,14688,5460,0,8268,19575,0,0,0,0,0,0,0,0,43890,0,0,0,22705,51051,30294,0,23664,0,0,74102,0,0,14040,0,27876,33966,132904,49266,0,0,13281,0,0,0,0,0,3.8311533579728954,3.202627295799385,0.9270073276425137,4,25
11020,12214,10400,13140,7260,0,7990,17936,0,0,0,0,0,0,0,0,34944,0,0,0,16498,40096,36015,0,12495,0,0,87984,0,0,15480,0,18544,30694,19221,48734,0,0,0,0,0,0,0,0,3.3815636128803845,2.056659855102282,0.9355400629261794,3,25
7097,0,0,0,0,0,14396,23056,0,63366,0,0,36160,0,0,0,0,19764,0,0,0,11076,0,0,10200,0,0,0,0,0,29652,0,8188,11136,0,0,0,0,0,0,0,36064,0,0,-0.016635157311036153,-2.9622227848007587,0.934559613164787,2,25
8262,2632,32262,15344,0,0,18880,16827,0,94,0,0,46875,0,0,0,0,23403,0,0,0,17175,0,0,9804,0,0,0,0,0,30268,0,9360,13524,0,0,0,0,0,0,0,50976,0,0,-0.4913275211122823,-1.9373996951340249,0.9318281948990158,1,25
10020,7900,24012,25515,13224,0,15300,20064,0,0,0,0,64236,0,0,0,0,29886,0,0,0,17633,0,0,28380,0,0,0,0,0,100,0,6120,7150,0,0,85345,1392,0,0,0,17860,0,0,-0.22287469817969274,-0.9643732725655467,0.91555500772712,0,25
