Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,x_position,y_position,z_position,unit_distance_from_origin,unit_id
70200,0,3825,0,0,0,32218,10858,4158,-4.388097,11.207854,0.937977,12,102
99588,0,4736,0,0,0,12864,6900,3720,-5.515382,11.796572,0.939447,13,102
0,0,5244,0,0,0,87318,0,3840,-2.596521,13.802264,0.939589,14,102
0,0,5070,0,0,0,141655,0,4329,-1.683721,14.905595,0.938617,15,102
26611,84656,13804,0,0,0,0,15142,6426,-3.559463,5.982268,0.926149,6,102
19166,69455,12480,0,0,0,0,18924,7452,-2.618715,5.345936,0.940888,5,102
18250,71883,20736,0,0,0,0,23120,8670,-1.770277,4.64428,0.928886,4,102
13725,42400,16863,0,0,0,0,27435,7560,-0.767935,3.900606,0.939119,3,102
11340,0,0,0,0,0,0,47795,14008,1.595274,2.534805,0.926678,2,102
0,4601,0,0,39897,0,0,0,0,-9.344857,-8.79284,0.902471,12,178
0,1458,0,0,30616,0,0,0,0,-8.546243,-8.419941,0.897178,11,178
0,3526,0,0,33077,0,0,0,0,-7.27046,-8.176388,0.890604,10,178
0,7803,0,0,50540,0,0,0,0,-6.722809,-7.360136,0.879155,9,178
0,7050,4949,0,61579,0,0,0,0,-6.575984,-6.075062,0.885549,8,178
1695,8225,10659,0,66693,0,0,0,0,-5.928228,-5.334393,0.89456,7,178
0,13333,41245,0,11536,0,0,14697,9774,-6.844548,-1.380724,0.891571,6,178
13056,9072,19710,0,0,0,0,15610,11346,-5.867902,-0.854882,0.889115,5,178
18988,21156,32274,0,0,0,0,12210,16926,-4.980429,-0.270224,0.878294,4,178
16038,18250,35392,0,0,0,0,20418,0,-3.976398,-0.10619,0.888994,3,178
3710,9396,0,42848,0,0,0,0,64824,3.173787,-7.384483,0.897306,8,160
3399,8372,0,47035,0,0,0,0,81400,3.132595,-7.351711,0.876659,7,160
3840,6424,0,205425,0,0,0,0,0,0.090569,-9.021722,0.887105,9,160
3332,4896,0,260727,23670,0,0,0,0,-0.580005,-10.028444,0.880417,10,160
5343,7335,0,0,0,0,0,0,0,-1.162162,-6.897912,0.887765,6,160
3224,5700,0,0,0,0,0,0,36612,-0.888312,-5.89991,0.881827,5,160
5217,10962,0,0,0,0,0,0,29149,-1.184615,-4.847769,0.885787,4,160
2914,10670,0,0,0,0,0,0,24070,0.727652,-3.882065,0.892905,3,160
6576,15960,0,0,0,0,0,29064,27324,0.790866,-2.888239,0.872634,2,160
2840,15762,0,0,0,0,0,63434,16055,0.804677,-1.812209,0.869544,1,160
0,5254,0,0,26228,0,0,0,0,-6.435322,-8.923852,0.894482,11,160
5238,13312,0,0,0,0,0,24768,17784,0.855126,-0.456223,0.880824,0,160
12285,0,0,0,0,26660,0,0,13800,6.686329,7.525261,0.895923,10,87
15520,0,0,0,0,100536,0,0,12600,6.887494,8.614215,0.894051,11,87
0,0,0,0,0,92600,0,0,10660,6.962239,9.798367,0.887872,12,87
0,0,0,0,0,89262,0,0,6708,7.254972,10.812075,0.865813,13,87
0,0,0,0,0,61275,0,0,0,7.755935,11.687674,0.888524,14,87
0,0,4216,0,0,36720,0,0,6528,6.277406,13.657543,0.876429,15,87
0,0,6490,0,0,27528,0,0,6240,5.225599,15.147131,0.878464,16,87
0,0,4884,0,0,16940,0,0,3040,3.931233,16.5566,0.875621,17,87
15554,0,0,0,0,99813,0,0,9860,5.449075,8.370077,0.888368,9,87
16324,0,0,0,0,0,0,0,8692,4.236522,7.934034,0.892773,8,87
34706,0,4532,0,0,0,0,32292,10293,-0.575656,7.976286,0.868999,7,87
22876,68052,11220,0,0,0,0,18144,5123,-2.510193,6.473145,0.886606,6,87
19404,82800,13838,0,0,0,0,20580,5724,-1.733548,5.740323,0.878586,5,87
17025,72105,1462,0,0,0,0,23229,9128,-0.933123,4.861764,0.891033,4,87
14076,53250,0,0,0,0,0,21736,5916,-0.430314,3.935144,0.888517,3,87
9800,35535,3620,0,0,0,0,21560,2964,-0.394094,2.972382,0.891564,2,87
3051,0,0,12740,0,0,0,0,69600,7.571731,-6.289013,0.885875,9,158
4176,0,0,25654,0,0,0,0,84665,7.134334,-5.419574,0.884384,8,158
5082,0,0,25092,0,0,0,0,77321,6.793447,-4.216693,0.878068,7,158
5461,0,0,25016,0,0,0,0,51570,6.400096,-2.833845,0.874215,6,158
1760,0,0,18532,0,0,0,0,39198,5.834973,-1.300931,0.864665,5,158
5560,0,0,17000,0,0,0,0,14872,4.820509,-1.282273,0.886885,4,158
7436,0,0,27225,0,0,0,39600,30352,3.739568,-1.417386,0.878303,3,158
7056,13747,0,0,0,0,0,56066,20777,2.831282,-0.963785,0.875957,2,158
7840,27348,0,0,0,0,0,68780,17301,1.988234,-0.109012,0.884395,1,158
1820,0,0,27405,0,0,0,0,63120,7.408466,-6.746933,0.877856,10,158
2268,0,0,19872,0,0,0,0,0,7.696613,-7.867588,0.887002,11,158
2666,0,0,36270,0,0,0,0,0,8.124737,-8.850319,0.880763,12,158
86456,0,5280,0,0,0,15680,7130,2775,-7.436205,12.073996,0.903054,14,13
63308,0,5852,0,0,0,0,7548,3180,-7.927006,12.74758,0.877003,15,13
0,0,4585,0,0,0,19180,6768,2856,-8.24486,13.71259,0.888245,16,13
0,0,3500,0,0,0,43790,5895,2940,-8.259625,14.859901,0.870145,17,13
0,0,3600,0,0,0,31654,0,0,-7.868525,16.202659,0.893355,18,13
0,0,3456,0,0,0,33516,10148,3379,-4.093826,13.35873,0.888553,13,13
75843,0,5069,0,0,0,42127,10738,3828,-3.495935,12.496451,0.893436,12,13
59568,0,8640,0,0,0,86215,13328,4270,-3.06257,11.582405,0.883631,11,13
46128,0,5066,0,0,0,50500,13872,4480,-2.577354,10.670403,0.898188,10,13
40131,0,6930,0,0,0,16950,14338,5148,-1.976759,9.775842,0.890355,9,13
28608,0,5705,0,0,0,0,18758,5880,-1.432108,8.862755,0.897052,8,13
17690,56616,8448,0,0,0,0,7998,4902,-2.540172,7.585763,0.895258,7,13
17136,64998,12078,0,0,0,0,19170,6116,-3.716604,5.922215,0.897403,6,13
20331,36363,11935,0,0,0,0,0,4840,-4.101661,4.317924,0.889139,5,13
14220,38720,7392,0,0,0,0,15663,6292,-3.577577,3.410971,0.881176,4,13
11000,39960,8664,0,0,0,0,20514,5568,-1.881461,3.525019,0.897607,3,13
5390,0,11580,0,0,0,0,28595,7348,0.484658,5.862128,0.903054,5,101
17222,0,15228,0,0,0,0,35305,10004,0.926882,5.937422,0.875701,6,101
11118,0,2128,0,0,0,0,5980,6765,2.026627,6.70306,0.8956,7,101
14058,0,0,0,0,0,0,0,5976,3.305979,7.313601,0.886853,8,101
19928,0,0,0,0,0,0,0,9128,4.21657,7.955301,0.889314,9,101
18618,0,0,0,0,78840,0,0,6966,4.545785,8.960206,0.877064,10,101
11607,0,0,0,0,75840,0,0,11076,5.268164,9.689143,0.889085,11,101
0,0,0,0,0,93412,0,0,10812,6.53646,10.06905,0.882446,12,101
0,0,0,0,0,86022,0,0,0,7.701133,10.514736,0.879091,13,101
0,0,0,0,0,65660,0,0,0,7.839634,11.610024,0.874554,14,101
0,0,0,0,0,40831,0,0,0,7.950818,12.741146,0.892491,15,101
0,0,0,0,0,30272,0,0,0,7.614236,14.102229,0.893805,16,101
0,0,4796,0,0,20292,0,0,6375,5.780937,15.988922,0.879683,17,101
10600,0,0,0,0,0,0,38416,9720,1.719483,4.639063,0.895897,4,101
7160,0,0,0,0,0,0,41870,9016,2.151652,3.370524,0.888397,3,101
8131,0,0,0,0,0,0,59898,4941,2.397969,1.795211,0.880478,2,101
0,26967,0,0,0,0,0,24804,0,-0.354123,1.951651,0.889438,1,101
3144,4620,0,0,18247,0,0,0,0,-4.705634,-11.292739,0.903666,12,177
0,3120,0,0,14504,0,0,0,0,-4.825252,-10.956592,0.881879,11,177
1625,5838,0,0,24057,0,0,0,0,-5.071924,-9.747173,0.871823,10,177
3168,6321,0,0,29666,0,0,0,0,-5.196614,-8.529822,0.890138,9,177
3366,7155,0,0,33235,0,0,0,0,-5.465388,-7.132384,0.895295,8,177
2464,7440,0,143232,24674,0,0,0,0,-0.935039,-7.904415,0.891619,7,177
5628,0,0,94896,0,0,0,0,323,-0.42584,-6.955495,0.891239,6,177
4760,5985,0,70272,0,0,0,0,34476,0.10896,-5.952416,0.896556,5,177
4448,8554,0,17190,0,0,0,0,33495,0.332715,-4.987973,0.898661,4,177
0,8037,0,0,0,0,0,0,24568,0.612914,-3.897342,0.895821,3,177
5066,0,0,0,0,0,0,14760,28140,0.985299,-2.828936,0.893551,2,177
7176,20315,0,0,0,0,0,44312,18600,1.748488,-0.845565,0.890289,1,177
3995,13970,0,0,0,0,0,37835,16614,0.902447,-0.366252,0.884336,0,177
0,0,4257,0,0,0,81204,0,3978,-1.64015,13.939504,0.903666,14,9
0,0,5080,0,0,0,105840,0,4140,-1.633434,13.885035,0.887944,13,9
0,0,4522,0,0,0,129398,0,3146,-0.505273,12.985383,0.896845,12,9
0,0,3892,0,0,45240,0,0,1240,1.565372,11.890934,0.894275,11,9
11600,0,6900,0,0,87538,0,0,4620,3.726779,10.342163,0.898486,10,9
13166,0,0,0,0,80729,0,0,8164,4.017673,9.154194,0.894286,9,9
19019,0,0,0,0,0,0,0,8856,4.163857,7.976683,0.880749,8,9
25198,46440,13115,0,0,0,17765,10285,4830,-6.477342,4.607402,0.892967,7,9
26772,41810,14807,0,0,0,0,11600,6600,-5.655804,4.031091,0.890085,6,9
23688,59150,0,0,0,0,0,12702,6478,-4.780055,3.611726,0.885613,5,9
16184,25086,14528,0,0,0,0,15776,6075,-3.625729,3.422808,0.889781,4,9
10224,37476,14656,0,0,0,0,18602,9234,-2.150561,3.360086,0.883148,3,9
3161,5762,0,1612,0,0,0,0,0,3.112323,-11.513507,0.903666,11,191
2970,6120,0,0,0,0,0,0,0,2.875908,-10.59939,0.871885,10,191
3051,6390,0,69890,0,0,0,0,0,3.215339,-9.466972,0.888419,9,191
3103,7600,0,42536,0,0,0,0,51100,3.701966,-8.200527,0.886787,8,191
3750,6407,0,145530,0,0,0,0,0,0.708987,-7.962271,0.882111,7,191
0,17340,81810,0,57128,0,0,16800,10976,-6.606488,-2.229401,0.883974,6,191
15580,13206,48585,0,71050,0,0,17040,9828,-5.618911,-2.084005,0.891655,5,191
8280,4608,49276,0,0,0,0,19656,12036,-4.638659,-1.804785,0.892286,4,191
10260,0,48498,0,0,0,0,23763,11016,-3.741846,-1.394684,0.88048,3,191
0,10848,0,0,0,0,0,27636,12470,-2.634638,-1.401579,0.894266,2,191
0,12028,0,0,0,0,0,35100,15444,-1.067508,-1.683757,0.881602,1,191
26010,0,9515,0,0,0,0,0,7850,0.779714,8.94172,0.962738,8,156
21600,0,10089,0,0,0,0,0,7176,0.778494,8.976051,0.950542,9,156
31800,0,5214,0,0,0,0,0,6721,0.189897,9.998373,0.958267,10,156
53100,0,9455,0,0,0,0,0,5232,-0.24667,11.012392,0.934959,11,156
3672,0,7548,0,0,0,0,0,5712,0.036105,12.043971,0.957363,12,156
0,0,7293,0,0,22308,0,0,4585,0.23413,13.028988,0.953636,13,156
36025,0,11635,0,0,0,0,34290,9639,-0.370916,7.987751,0.944093,7,156
0,0,4154,0,0,33824,212430,0,4284,-0.109598,14.034079,0.955754,14,156
0,0,5502,0,0,26976,153608,0,2090,-0.611161,15.042523,0.955598,15,156
0,0,5043,0,0,21084,166808,0,3075,-1.081045,15.984973,0.949867,16,156
22761,76121,16296,0,0,0,0,18486,3569,-2.82599,6.388474,0.940735,6,156
22865,84502,20256,0,0,0,0,16038,3264,-2.109562,5.613137,0.93472,5,156
12870,73710,16575,0,0,0,0,22120,8436,-1.436839,4.722129,0.94971,4,156
17708,54663,12402,0,0,0,0,18018,6549,-1.012641,3.825659,0.957282,3,156
13082,50337,2052,0,0,0,0,37180,5292,-0.330492,2.962383,0.940694,2,156
29348,95760,9577,0,0,0,0,15318,6615,-3.123949,7.193778,0.95435,7,110
36462,62780,10092,0,0,0,0,18018,8642,-2.754348,7.511794,0.939973,8,110
34760,0,9440,0,0,0,0,22339,5513,-0.960476,8.986316,0.948333,9,110
27946,0,4290,0,0,0,0,0,4672,0.006207,10.040984,0.955097,10,110
38076,0,5694,0,0,0,0,0,5880,0.351748,11.035065,0.945588,11,110
64213,0,5476,0,0,0,102780,0,4520,-1.244959,11.93802,0.95511,12,110
100466,0,11139,0,0,0,109032,10150,4588,-2.908237,12.672714,0.931878,13,110
76466,0,6116,0,0,0,6800,13425,4329,-4.490868,13.261358,0.945892,14,110
0,0,6834,0,0,0,22116,5916,3306,-4.69604,14.27876,0.951635,15,110
0,0,0,0,0,0,28509,9633,2146,-5.721766,14.973921,0.951163,16,110
0,0,2958,0,0,0,31992,5688,1320,-6.637131,15.683214,0.949095,17,110
25207,41654,19532,0,0,0,0,14003,3692,-6.243042,3.107533,0.957157,6,110
25440,28985,15222,0,0,0,0,14784,3870,-5.378211,2.573426,0.956671,5,110
21141,34743,38364,0,0,0,0,18018,4056,-4.624403,1.898883,0.938803,4,110
16800,23305,24272,0,0,0,0,17982,10856,-3.793409,1.190416,0.95046,3,110
10972,24565,27360,0,0,0,0,26900,11200,-2.878468,0.838864,0.944038,2,110
7344,17100,7440,0,0,0,0,21894,12154,-1.720677,1.011635,0.953581,1,110
5069,0,0,12870,0,0,0,5512,17472,5.055475,1.095716,0.799632,5,98
4216,0,0,9486,0,0,0,0,12877,5.578391,2.262266,0.78854,6,98
5244,0,0,7695,0,0,0,0,12936,5.957711,3.689355,0.782768,7,98
8208,0,0,0,0,0,0,0,8418,6.165192,5.110848,0.793846,8,98
11040,0,0,0,0,0,0,69938,13858,3.083792,3.904615,0.788971,4,98
4165,0,0,0,0,0,0,27729,7266,2.354369,3.206235,0.792264,3,98
17120,0,0,0,0,0,0,0,3239,2.482773,8.665645,0.786722,9,98
21228,0,0,0,0,0,0,0,5500,1.349714,9.932902,0.787934,10,98
26200,0,2834,0,0,0,0,0,4140,1.015859,10.984204,0.796317,11,98
41328,0,5712,0,0,0,84780,0,1512,-0.915293,11.989371,0.777095,12,98
0,0,3422,0,0,0,78740,0,2013,-1.213157,12.992224,0.793354,13,98
0,0,0,0,0,0,99910,0,1856,-1.637896,13.942878,0.789939,14,98
0,0,2725,0,0,0,103314,0,1736,-2.176048,14.879881,0.790885,15,98
0,0,3286,0,0,0,62496,0,2444,-2.691107,15.773584,0.790201,16,98
0,0,0,0,0,0,56088,6345,2314,-5.738906,16.008439,0.78102,17,98
0,0,2280,0,0,0,30272,5330,2175,-6.358093,16.839694,0.794518,18,98
8232,19032,0,0,0,0,0,14204,8413,-1.487389,0.69337,0.799132,1,97
6525,27324,0,0,0,0,0,23068,8256,0.014671,2.00848,0.795858,2,97
9570,33245,0,0,0,0,0,30591,8736,0.950983,2.868447,0.79126,3,97
9291,0,0,0,0,0,0,56994,14833,1.758839,3.600523,0.776224,4,97
6806,0,0,0,0,0,0,34216,4134,2.453715,4.364395,0.787579,5,97
7965,0,0,0,0,0,0,26486,5400,2.706757,5.377792,0.789713,6,97
9680,0,0,0,0,0,0,0,6732,3.042431,6.354361,0.786882,7,97
12376,0,0,0,0,0,0,0,6615,3.355872,7.306827,0.793736,8,97
13986,0,0,0,0,0,0,0,6149,3.500389,8.302542,0.782444,9,97
5842,5070,0,0,24904,0,0,0,0,-4.814558,-8.932023,0.799132,10,172
2970,0,0,144385,16500,0,0,0,0,-1.375032,-10.923588,0.787383,11,172
684,4515,0,47424,0,0,0,0,0,3.200507,-9.47059,0.795407,9,172
3366,3431,0,28800,0,0,0,0,50830,3.500526,-8.263693,0.789483,8,172
2340,5822,0,37476,0,0,0,0,44748,3.403543,-7.208809,0.796119,7,172
2376,5928,0,29760,0,0,0,0,43616,3.784841,-5.847839,0.788723,6,172
3503,1946,0,3944,0,0,0,0,29281,4.575825,-3.858972,0.786538,5,172
1258,180,0,21648,0,0,0,0,25988,4.112345,-2.780705,0.785307,4,172
0,12411,0,0,0,0,0,16124,10792,3.308891,-2.134874,0.793565,3,172
3150,10047,0,30590,0,0,0,38930,17908,2.444985,-1.730723,0.788474,2,172
3588,12462,0,0,0,0,0,39078,9990,1.428566,-1.389667,0.793982,1,172
3103,15150,0,0,0,0,0,12210,13596,0.678643,-0.660709,0.795112,0,172
3390,0,0,9118,0,0,0,0,41358,7.815609,-2.191315,0.799632,8,155
3399,0,0,11165,0,0,0,0,47601,7.915816,-4.297449,0.786855,9,155
0,0,0,6560,0,0,0,0,498,8.457683,-5.358102,0.790944,10,155
1974,0,0,16709,0,0,0,0,0,8.658412,-6.811021,0.786245,11,155
1281,0,0,18507,0,0,0,0,37168,7.353679,-3.12937,0.790264,7,155
0,0,0,22330,0,0,0,0,42448,4.213886,-5.576143,0.795991,6,155
0,7095,0,7740,0,0,0,0,32868,4.351072,-4.082932,0.785975,5,155
1088,9435,0,22100,0,0,0,0,27170,3.881574,-3.146634,0.797211,4,155
3720,13774,0,29760,0,0,0,13108,21014,3.260285,-2.29812,0.783112,3,155
1400,5368,0,63111,0,0,0,0,0,5.786338,-10.518642,0.775947,12,155
0,7254,0,0,0,0,0,8874,22230,1.387437,-2.653571,0.796734,2,155
4932,4429,0,0,0,0,0,18375,15387,0.5959,-1.905783,0.788672,1,155
4477,11661,0,30345,0,0,0,0,67743,5.173672,-7.536928,0.933611,9,148
4284,9348,0,37620,0,0,0,0,77070,5.258497,-7.298648,0.912182,8,148
2812,4212,0,34960,0,0,0,0,78064,5.371656,-5.885908,0.919622,7,148
4192,0,0,24024,0,0,0,0,60630,5.388811,-4.426255,0.922752,6,148
4387,0,0,23134,0,0,0,0,43188,5.306572,-2.784249,0.928734,5,148
5143,9894,0,47970,0,0,0,0,45962,2.097214,-4.526955,0.918932,4,148
5616,0,0,20124,0,0,0,45628,14040,3.980961,0.101741,0.918387,3,148
9381,182,0,15176,0,0,0,66044,27606,2.989398,-0.190584,0.914232,2,148
30502,81329,14560,0,0,0,5824,12840,6732,-4.747124,5.533063,0.932749,7,1
28866,70310,15075,0,0,0,0,16302,7700,-4.82514,5.043143,0.925268,6,1
25480,50304,17440,0,0,0,0,25288,9300,-4.737447,3.667124,0.908062,5,1
38160,78624,14630,0,0,0,22528,12462,7104,-5.644179,5.675246,0.92147,8,1
21476,33048,29211,0,0,0,0,20148,6138,-4.680402,1.740386,0.905147,4,1
14527,21406,25628,0,0,0,0,22724,0,-3.881248,0.945773,0.915809,3,1
13248,23177,23822,0,0,0,0,24273,13608,-2.612029,1.436884,0.925227,2,1
16896,0,0,3819,0,0,0,0,17098,6.950517,5.73518,0.912944,9,1
18585,0,0,0,0,0,0,0,9945,7.516093,6.609869,0.901308,10,1
12032,0,0,2976,0,47526,0,0,0,7.917603,7.669689,0.922125,11,1
5217,0,0,0,0,123895,0,0,0,8.25801,8.720756,0.925064,12,1
0,0,6348,0,0,47343,0,0,5934,3.009319,12.698432,0.921034,13,1
0,0,7938,0,0,32634,0,0,5670,2.783112,13.73076,0.90807,14,1
0,0,3885,0,0,29193,0,0,5461,2.407611,14.838487,0.926904,15,1
1344,7452,0,0,0,0,0,0,0,5.215687,-11.703951,0.933611,12,192
2268,2800,0,84483,0,0,0,0,0,4.81305,-10.987066,0.906241,11,192
3696,4640,0,0,0,0,0,0,0,4.419209,-10.050644,0.925751,10,192
3955,3256,0,50228,0,0,0,0,0,4.013962,-9.081417,0.921662,9,192
5280,5734,0,89726,0,0,0,0,99099,3.752845,-8.175309,0.907026,8,192
5246,10431,0,27104,0,0,0,0,101773,3.31531,-7.241878,0.926238,7,192
4387,11200,0,88821,0,0,0,0,76950,2.630788,-6.466731,0.911248,6,192
5628,11712,0,43500,0,0,0,0,56007,1.844038,-5.653148,0.928293,5,192
7150,13608,0,74022,0,0,0,0,41880,1.115074,-4.85763,0.912531,4,192
7696,14600,0,0,0,0,0,0,33744,0.475277,-3.96776,0.924973,3,192
7488,12200,0,0,0,0,0,22456,26030,-0.317538,-2.981958,0.912066,2,192
7436,17860,0,0,0,0,0,61952,22410,-0.703793,-1.865118,0.902863,1,192
10325,9052,0,0,0,0,0,20775,17854,-0.640246,-0.692485,0.918323,0,192
10340,0,0,0,0,0,0,0,10998,4.482557,4.560462,0.922165,6,146
8288,0,0,16590,0,0,0,0,39340,6.942702,1.000147,0.914781,7,146
5421,0,0,6384,0,0,0,0,4727,7.944871,1.01115,0.926164,8,146
12654,0,0,3818,0,0,0,0,14049,7.521147,4.946428,0.918225,9,146
6912,0,0,0,0,0,0,0,14076,4.176494,4.22702,0.922318,5,146
10120,0,0,0,0,0,0,44880,11457,3.453819,3.587103,0.926193,4,146
14495,55836,20748,0,0,0,0,21760,7020,-1.274715,3.759483,0.921246,3,146
8607,38610,23904,0,0,0,0,20880,9672,-1.485592,2.568504,0.918784,2,146
61620,0,12285,0,0,0,17686,8096,4746,-6.987458,7.163618,0.921945,10,146
86304,0,9744,0,0,0,28224,10492,5842,-7.040631,8.489416,0.91764,11,146
113103,0,8798,0,0,0,22618,10140,5750,-7.13742,9.669562,0.926089,12,146
130587,0,7546,0,0,0,20350,9617,4720,-7.308534,10.75812,0.925917,13,146
126501,0,6556,0,0,0,29637,8892,4633,-7.974608,11.560006,0.907548,14,146
0,0,3250,0,0,0,63280,5848,3663,-4.043245,14.447224,0.912461,15,146
0,0,5203,0,0,23688,204465,0,3276,-0.150112,16.01967,0.921588,16,146
14170,20160,43798,0,0,0,0,13746,10976,-5.85087,-0.745909,0.932749,5,116
9384,13145,45085,0,0,0,0,19096,10547,-4.899863,-0.898091,0.915958,4,116
16650,27848,71050,0,0,0,0,26900,16767,-3.858588,-1.00469,0.907023,3,116
10830,14940,7150,0,0,0,0,29998,12122,-2.906044,-0.710375,0.921333,2,116
13419,20436,0,0,0,0,0,37875,12720,-1.946873,-0.281451,0.919937,1,116
9360,18761,0,0,0,0,0,35560,15610,-0.951404,-0.205847,0.925362,0,116
0,0,6660,0,0,48625,0,0,6864,2.081558,12.259887,0.96579,12,83
0,0,6435,0,0,29760,0,0,5040,2.245656,12.82205,0.951228,13,83
0,0,5977,0,0,23808,0,0,6486,2.430995,13.82502,0.955185,14,83
0,0,4370,0,0,36621,0,0,5320,2.474058,14.798906,0.956766,15,83
0,0,3666,0,0,21627,0,0,5334,2.689497,15.790799,0.95453,16,83
0,0,3780,0,0,19789,0,0,2400,2.955742,16.75691,0.964558,17,83
0,0,7600,0,0,0,128800,0,4446,-1.328967,11.913648,0.950767,11,83
43470,0,8320,0,0,0,30745,14742,5640,-1.53749,10.839,0.973061,10,83
36108,0,9519,0,0,0,0,17384,5616,-1.550467,9.865217,0.972596,9,83
23660,35742,10146,0,0,0,0,13365,4650,-1.901738,8.792216,0.969255,8,83
43018,99414,11651,0,0,0,0,23562,7650,-2.374281,7.631889,0.94881,7,83
26224,98195,13735,0,0,0,0,6384,7426,-2.896343,6.354502,0.964591,6,83
21329,67646,16280,0,0,0,0,12100,5478,-3.309799,4.964962,0.965727,5,83
0,0,5160,0,0,21736,0,0,4758,6.747282,16.698402,0.969589,18,83
14700,0,0,0,0,0,0,64896,12395,2.07525,4.53517,0.9582,4,83
9430,0,0,0,0,0,0,37044,5658,1.486889,3.683679,0.962773,3,83
11229,11275,0,0,0,0,0,53064,6464,1.385207,2.645226,0.953819,2,83
4902,41000,0,0,0,0,0,41748,12595,1.388575,1.422896,0.962063,1,83
5248,6670,0,281048,26481,0,0,0,0,-0.512197,-11.115992,0.976369,11,175
5125,4512,0,411236,13413,0,0,0,0,-0.747849,-10.974284,0.946634,10,175
6435,3465,0,0,34561,0,0,0,0,-2.796944,-9.576181,0.951954,9,175
8250,4240,0,0,43560,0,0,0,0,-3.290055,-8.353846,0.969385,8,175
8960,5724,0,0,53841,0,0,0,0,-3.583106,-7.152145,0.969855,7,175
4408,5632,0,0,28628,0,0,0,0,-1.7982,-6.735469,0.969513,6,175
3770,10528,0,87711,0,0,0,0,47702,1.154259,-5.873863,0.965079,5,175
1472,0,0,27810,0,0,0,0,40940,4.082543,-2.834427,0.969663,4,175
0,0,0,51256,0,0,0,6450,48792,2.977882,-2.65393,0.953669,3,175
6751,13332,0,13865,0,0,0,56672,26967,1.726765,-2.402271,0.958148,2,175
8788,19266,0,0,0,0,0,91372,25844,0.976278,-1.720514,0.957389,1,175
9381,19688,0,0,0,0,0,52110,19513,-0.445892,-0.884708,0.950354,0,175
7050,7296,0,0,31007,0,0,0,0,-2.675668,-9.961218,0.964909,10,180
6864,6132,0,0,27257,0,0,0,0,-2.261008,-9.710371,0.947483,9,180
5896,7406,0,98604,44409,0,0,0,0,-1.622613,-8.819499,0.96043,8,180
5720,8904,0,66708,38902,0,0,0,0,-1.1336,-7.845113,0.974114,7,180
7203,8400,0,2170,0,0,0,0,0,-0.876354,-6.923282,0.968566,6,180
7050,11151,0,0,0,0,0,0,70920,-0.469847,-5.971265,0.961522,5,180
8990,13593,0,0,0,0,0,0,47955,-0.164009,-4.974772,0.960392,4,180
8639,14484,0,0,0,0,0,0,27692,-0.42595,-3.910387,0.970499,3,180
9576,10241,0,0,0,0,0,59241,28764,-0.949154,-2.823269,0.95386,2,180
11020,16770,0,0,0,0,0,54855,19120,-1.662367,-1.091591,0.949356,1,180
3492,6156,0,64792,0,0,0,0,0,6.31993,-9.006936,0.957999,11,180
2590,6726,0,44392,0,0,0,0,0,6.817165,-9.939807,0.971251,12,180
3162,6480,0,43554,0,0,0,0,0,7.230266,-10.822372,0.971833,13,180
0,0,5376,0,0,22160,41925,0,3002,1.604338,15.718714,0.96465,15,8
0,0,5320,0,0,26754,207207,0,4096,0.912649,14.910882,0.970109,14,8
0,0,6850,0,0,52416,232404,0,5207,0.0838,13.998121,0.952906,13,8
0,0,7056,0,0,0,181818,0,4847,-0.793187,12.956939,0.964727,12,8
0,0,6439,0,0,0,109729,0,4958,-1.429903,11.906379,0.969976,11,8
0,0,4875,0,0,22873,165150,0,2736,-0.733488,16.01286,0.971353,16,8
0,0,8840,0,0,0,37734,4050,2470,-7.7066,15.165403,0.951077,17,8
32390,0,8109,0,0,0,81627,14539,3230,-2.010471,10.813187,0.968629,10,8
48180,1455,9180,0,0,0,47676,15610,5822,-2.552974,9.649853,0.967996,9,8
41706,69430,10203,0,0,0,18762,20114,7830,-2.975576,8.473008,0.963838,8,8
35530,87975,11269,0,0,0,0,18396,4590,-3.368192,7.251763,0.944136,7,8
21093,0,5252,0,0,0,0,28684,7520,-0.50972,6.948746,0.960711,6,8
18480,0,10557,0,0,0,0,31350,7421,0.692554,5.92228,0.97332,5,8
14040,0,0,0,0,0,0,47879,11163,1.560139,4.71587,0.965948,4,8
8700,18798,0,0,0,0,0,52360,19800,-0.046649,-2.153976,0.976369,2,96
9576,17176,0,0,0,0,0,21580,30740,0.01946,-3.020145,0.960136,3,96
8056,14626,0,0,0,0,0,0,36176,0.49793,-3.997833,0.953395,4,96
6556,10441,0,58443,0,0,0,0,25956,0.566939,-4.976229,0.957701,5,96
7105,7526,0,45645,0,0,0,0,67886,0.008841,-6.002375,0.957979,6,96
0,9396,0,111627,0,0,0,0,0,-0.486264,-6.989424,0.960963,7,96
0,14392,33396,0,0,0,0,13020,10915,-8.009166,-0.409842,0.968274,8,96
12033,24440,0,0,0,0,0,14940,19800,-1.825778,-0.788215,0.95227,1,96
8170,24390,0,0,0,0,0,29155,11300,-0.973663,-0.17703,0.955893,0,96
1500,3320,0,42126,0,0,0,0,57275,5.236679,-7.336898,0.963662,9,96
0,0,0,41528,0,0,0,0,49950,5.394553,-8.420478,0.944187,10,96
2325,4550,0,41992,0,0,0,0,0,6.231914,-9.103491,0.973004,11,96
