Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,0,0,0,1312,2664,0,0,0,4176,-2.651622,-10.690803,0.922877,11,2
8514,0,0,51597,38259,2394,5029,5760,0,10440,11505,0.989011,-1.661204,0.935558,1,2
10192,11468,0,33465,29391,1155,0,27209,0,7470,0,4.362372,-1.211943,0.942882,4,166
15525,10092,0,47040,24295,2813,0,20522,0,5520,0,4.287524,-2.628827,0.932027,5,166
20726,0,0,39300,46368,3003,0,41688,0,6624,0,3.696094,-4.792881,0.936678,6,166
0,2358,0,28143,30960,1863,0,57070,0,6439,0,3.872113,-5.844977,0.931071,7,166
10400,13206,0,43125,35310,3760,0,12075,0,9396,0,3.642471,-1.559346,0.935227,3,166
5494,19608,0,19691,13724,1575,0,14490,0,14350,0,6.335445,4.904314,0.906148,8,166
2880,11648,0,12988,12797,2244,0,17143,0,11232,0,7.334086,5.245951,0.933347,9,166
5841,7372,0,25415,15840,0,8745,11000,0,12090,0,2.490853,1.631836,0.916982,2,166
11842,0,0,38533,21894,7950,987,13511,0,12462,11304,1.857488,0.647398,0.930568,1,166
13260,0,0,61120,25935,2769,4692,12582,0,10974,0,0.943154,-0.312028,0.926236,0,166
0,0,0,0,0,3800,0,233320,0,4408,0,4.767758,-8.796037,0.930887,10,166
0,0,0,0,0,2805,3160,0,0,5368,0,2.701786,-8.582397,0.942882,8,24
0,0,0,0,0,2940,3116,0,0,6272,0,2.698039,-8.588746,0.930618,9,24
0,0,0,0,0,3036,2546,0,0,4756,0,3.507856,-9.392251,0.92058,10,24
0,0,0,0,0,2254,1196,0,0,4176,0,4.350264,-10.116875,0.93416,11,24
0,0,0,0,0,2838,4747,0,0,0,0,5.271651,-10.782103,0.905821,12,24
0,1794,0,0,0,1120,576,0,0,2834,0,7.149045,-10.871409,0.930859,13,24
13348,7956,0,29904,43197,0,0,35850,0,5324,0,7.403691,-2.991469,0.939737,7,24
7200,10332,0,26010,31395,3102,0,42625,0,6783,0,6.835067,-1.420202,0.92072,6,24
28912,0,0,2400,25340,3741,1326,35247,0,6674,0,1.914209,-5.670498,0.932361,5,24
18249,0,0,32724,51750,4120,0,34917,0,7072,0,3.145559,-3.848573,0.935034,4,24
14210,10317,0,46920,39204,3388,5562,21754,0,7332,0,3.570657,-1.790043,0.916067,3,24
0,0,0,6864,3920,0,0,0,0,0,0,2.827189,17.376596,0.930269,17,392
2912,0,0,2560,3616,0,0,0,0,0,0,1.835146,16.87504,0.93241,16,392
3051,0,0,0,3248,0,0,0,0,0,0,-0.075977,15.978475,0.932294,15,392
4080,0,4340,0,0,0,0,3317,0,0,0,-1.161799,14.943872,0.938439,14,392
4750,0,0,0,0,26108,0,0,0,0,22890,-2.401762,13.77968,0.933198,13,392
5600,0,5254,0,0,34472,7462,0,28756,0,25520,-5.079527,11.952585,0.899469,12,392
7844,0,6426,0,0,45261,28907,0,31964,0,10800,-4.696975,11.005856,0.923467,11,392
9204,0,6342,0,0,44164,44472,0,40606,0,9120,-4.988191,9.769626,0.926542,10,392
9296,0,8851,0,0,38477,44616,4598,49704,0,2318,-5.582952,8.276318,0.922611,9,392
15066,0,9686,0,0,29716,32015,0,85654,0,0,-4.629828,7.714471,0.905051,8,392
8208,0,6625,0,0,26696,26918,1360,41910,0,0,-3.881949,6.894069,0.939607,7,392
5551,0,9086,0,0,28248,25256,0,45220,0,0,-4.39427,5.440083,0.911778,6,392
18018,0,28512,0,0,2128,4420,0,8712,0,858,-5.685576,-1.851624,0.938238,5,392
29355,0,42350,0,0,0,10584,9245,0,0,0,-4.541157,-1.984427,0.935421,4,392
29120,0,54636,0,0,0,12008,13359,0,0,7446,-3.231415,-2.343644,0.907487,3,392
13056,0,23760,0,12126,13120,16056,8372,0,0,8379,-2.27998,2.207818,0.930269,3,16
13860,0,23852,0,0,13532,14170,9212,0,0,0,-2.318477,1.898484,0.920369,2,16
25230,0,69560,0,0,6776,7536,28558,0,0,7599,-1.946514,-3.547208,0.938544,4,16
23636,0,50622,0,0,7546,7550,16080,0,0,5538,-2.399395,-4.414994,0.93398,5,16
42000,0,39780,0,0,6392,5628,0,0,0,6120,-2.678607,-5.390322,0.920738,6,16
49569,0,73006,0,0,6345,3712,0,0,0,4192,-2.912166,-6.369513,0.916549,7,16
13039,0,0,45126,35970,4033,2124,19200,0,10034,8366,0.810342,-1.818884,0.931547,1,16
0,7400,0,39300,52185,702,0,63560,0,5280,0,6.909658,-4.036638,0.927382,8,16
0,0,0,0,0,3808,3948,0,0,5888,0,2.073529,-8.781245,0.93726,9,16
0,0,0,0,0,3451,3895,0,0,4185,0,1.944244,-8.861835,0.942901,9,43
0,1127,0,4816,15228,1638,0,78260,0,3567,0,6.252134,-6.437165,0.929359,8,43
0,7250,0,37392,31382,0,0,66690,0,5376,0,5.673312,-5.592898,0.928789,7,43
10476,0,0,32965,44436,3420,0,44730,0,3916,0,5.266526,-4.589501,0.92178,6,43
0,11480,0,23936,20304,4368,0,26535,0,9164,0,5.915197,-0.849242,0.927658,5,43
8109,12144,0,23874,24258,580,0,26448,0,8525,0,4.688631,-1.673954,0.933379,4,43
12096,17500,0,65322,48822,0,0,36500,0,0,0,3.568666,-1.804423,0.911098,3,43
15675,0,0,42120,27552,3190,0,0,0,8364,6298,2.332827,-1.833033,0.932978,2,43
0,2923,0,0,0,0,0,174480,0,5332,0,7.176591,-6.97172,0.922138,10,43
0,3321,0,0,0,1032,0,204315,0,4788,0,5.96591,-9.27899,0.925725,11,43
0,0,0,0,0,0,2040,0,0,0,3038,-5.964521,-10.416703,0.920282,12,43
4592,300,0,27744,13845,0,13140,8955,0,19068,16936,1.793585,3.49222,0.93195,3,55
4602,18170,0,24564,10432,4488,2231,0,0,12610,6222,3.236677,2.37854,0.930384,4,55
3531,12390,0,17420,11568,6811,0,15990,0,9435,0,4.770956,1.57331,0.931559,5,55
25641,0,0,26660,36838,2480,4141,44840,0,6721,0,2.859806,-5.276139,0.913318,6,55
0,0,0,1978,4810,3276,4371,55144,0,6345,0,3.03341,-6.338447,0.938803,7,55
0,0,0,0,0,2870,3901,88064,0,4840,0,3.128976,-7.401978,0.932449,8,55
0,0,0,0,0,3060,0,58387,0,5292,0,3.114342,-8.462797,0.92382,9,55
0,0,0,0,0,3276,2520,0,0,5124,0,3.450015,-9.388181,0.933835,10,55
0,0,0,0,0,2425,0,0,0,2442,0,4.317298,-10.138696,0.931242,11,55
0,0,0,0,0,2295,4370,0,0,1440,0,5.516759,-10.697341,0.933796,12,55
0,3025,0,0,0,1769,702,33428,0,1386,0,7.287276,-10.814725,0.928513,13,55
0,4292,0,0,0,0,0,0,0,3074,0,8.704261,-10.993902,0.934686,14,55
14472,0,0,54288,38760,6435,3675,18080,0,9238,10980,2.097932,-2.085865,0.938185,2,55
10437,0,0,41511,32550,7144,6890,0,0,10614,10010,1.46186,-1.280778,0.935833,1,55
12060,0,0,39480,26208,10292,4048,0,0,14235,11001,0.873486,0.48266,0.922419,0,55
18088,0,19152,0,0,17472,14058,0,21912,0,3640,-5.21687,1.721979,0.942882,5,3
33705,0,0,0,0,9452,7488,0,0,0,3264,-4.934693,-3.457796,0.914553,6,3
43500,0,61177,0,0,0,0,0,0,0,2343,-5.166331,-4.790093,0.935114,7,3
58098,0,66748,0,0,0,5520,0,0,0,3900,-5.422694,-5.893018,0.933977,8,3
56887,0,63048,0,0,0,4624,0,0,0,3700,-5.948976,-6.863172,0.93503,9,3
41949,0,0,0,0,0,5070,0,1975,0,4860,-6.420006,-7.669761,0.916097,10,3
11940,0,17876,0,2109,18480,15209,8788,0,0,6579,-3.826636,3.203119,0.922242,4,3
15048,0,21168,0,0,15910,14300,7160,0,0,0,-3.423151,2.056501,0.928193,3,3
13516,0,22910,0,5985,12352,5980,11252,0,0,7632,-2.751316,1.167682,0.93588,2,3
13032,0,4508,0,0,18292,49617,0,35990,0,8576,-7.6514,7.925964,0.921212,11,3
3045,48251,0,9735,6248,10608,0,2550,0,27468,44756,3.852015,11.400996,0.93657,12,3
2225,79758,0,0,7049,2800,0,8460,0,21321,44919,4.433278,12.238194,0.917131,13,3
525,29040,0,6660,4224,0,0,0,0,21210,25650,5.609196,12.875419,0.932637,14,3
4788,0,0,0,0,7276,0,0,0,0,0,-3.390953,14.64119,0.916343,15,3
38720,0,44735,0,0,0,4403,0,0,0,1625,-5.826585,-5.902719,0.801319,8,15
33960,0,59340,0,0,0,2697,0,0,0,2910,-6.00482,-6.733187,0.783284,9,15
22605,0,0,0,0,0,2160,0,0,0,1392,-6.092996,-7.954715,0.794799,10,15
0,0,0,0,0,0,3468,0,0,0,1848,-6.276981,-9.072932,0.79767,11,15
0,0,0,0,0,0,2900,0,0,0,0,-6.514511,-10.09454,0.791334,12,15
45453,0,40443,0,0,4270,2664,0,0,0,0,-3.549783,-7.126061,0.789512,7,15
0,0,0,0,0,4515,2560,52614,0,5700,0,1.525928,-6.795063,0.788952,6,15
13620,0,0,0,13386,3924,2590,32300,0,5593,0,1.81138,-5.711368,0.794984,5,15
0,0,0,0,0,0,2070,0,1196,0,1958,-6.974619,-11.030531,0.790036,13,15
12455,0,16896,0,0,8313,5364,0,0,0,0,-4.84744,-1.137351,0.794456,4,15
17820,0,21243,0,0,0,6660,0,0,0,0,-3.753635,-1.3217,0.796865,3,15
15610,0,51198,0,0,10153,9798,0,0,0,5544,-2.313173,-1.893158,0.786007,2,15
1540,17182,0,9744,7448,0,0,3864,0,13992,17958,4.090804,6.281351,0.794106,7,177
2516,18407,0,11529,7693,0,0,7222,0,12648,15753,3.715967,5.884266,0.790111,6,177
1880,18018,0,11834,4514,3885,0,0,0,11655,17854,2.933349,5.1754,0.796309,5,177
3640,28829,0,18232,12768,9394,0,0,0,18624,16247,2.277118,4.447182,0.785188,4,177
4522,0,0,18012,10032,3572,0,6908,0,14504,6966,1.262997,3.794259,0.771213,3,177
0,0,0,7144,13248,8370,0,9352,0,12444,6981,0.778471,2.872267,0.793729,2,177
3016,20384,0,7224,7448,0,0,6552,0,15405,27522,4.775295,6.450282,0.786802,8,177
3740,17700,0,3780,2848,8321,0,0,0,12780,30846,5.30816,7.285348,0.797456,9,177
4033,15168,0,6120,2257,4017,0,8154,0,13144,5292,5.902397,8.075182,0.793767,10,177
3434,0,0,6627,5494,0,0,0,0,11495,0,6.822772,8.656323,0.798959,11,177
2565,25194,0,6016,5461,0,0,5863,0,20445,0,7.159983,9.641642,0.785312,12,177
2054,32373,0,3200,3570,0,0,5166,0,25200,16848,5.753324,11.712037,0.795457,13,177
2204,17672,0,3741,2405,0,0,0,0,16632,912,5.765607,12.763086,0.79615,14,177
2240,50978,0,3330,3024,0,0,0,0,8439,0,6.213732,13.676667,0.788027,15,177
2460,34240,0,3666,2520,0,0,858,0,304,0,6.303512,14.708189,0.788427,16,177
0,17024,0,13532,9460,4026,0,2812,0,12159,5704,3.447753,4.487498,0.80211,5,148
3672,7540,0,28310,20777,0,3080,11252,0,4590,0,4.763025,-1.493797,0.80005,4,148
11591,6162,0,39412,24768,0,966,0,0,3999,0,3.380544,-2.116772,0.788646,3,148
0,0,0,3360,20020,2592,3838,36072,0,3315,0,2.726334,-5.359736,0.796209,6,148
0,0,0,0,180,2772,2523,18644,0,4408,0,3.105378,-6.288083,0.792425,7,148
0,0,0,0,0,2349,2340,51363,0,1914,0,3.45571,-7.250212,0.797482,8,148
0,0,0,0,0,0,0,82782,0,2940,0,3.84732,-8.155884,0.796536,9,148
7296,4920,0,19050,13195,0,7844,9231,0,10521,11960,2.395063,1.790859,0.796975,2,148
6864,0,0,29403,16875,7261,0,0,0,9638,9632,1.821604,0.802183,0.796447,1,148
0,0,567,0,0,0,0,0,0,0,0,-8.485588,17.4281,0.794201,19,500
0,0,304,0,0,0,0,0,0,0,0,-8.026783,16.982881,0.796305,18,500
0,0,0,0,0,0,0,1577,0,0,0,-7.402402,16.394897,0.789168,17,500
0,0,2369,0,0,0,0,0,0,0,0,-6.324528,15.758912,0.789673,16,500
4515,0,5076,0,0,0,0,0,0,0,0,-4.772907,15.270673,0.788399,15,500
576,0,0,0,0,0,0,0,0,0,0,-2.412818,14.7713,0.797099,14,500
0,0,4514,0,0,16226,0,0,0,0,21888,-1.121038,13.922924,0.792574,13,500
1848,24420,0,0,4218,15872,0,0,0,0,29580,1.56007,12.885164,0.799543,12,500
2080,31820,0,1974,0,31125,0,2850,0,1210,38493,1.420175,11.913682,0.785546,11,500
1856,28350,0,7446,5040,7832,0,5148,0,24288,41412,4.134977,10.159099,0.796384,10,500
1798,32207,0,7548,4572,0,0,0,0,24645,36848,3.811871,9.230365,0.785324,9,500
1375,26784,0,9006,2448,6380,0,4416,0,15080,21828,3.48914,8.270226,0.788111,8,500
0,29000,0,11008,6816,0,0,6533,0,20160,10823,2.561288,7.56501,0.790374,7,500
4305,25511,0,12276,8060,0,0,7500,0,18160,19280,2.792668,6.41867,0.784196,6,500
702,19764,0,13896,7938,5940,0,8321,0,8448,15008,2.845948,5.273096,0.795984,5,500
4214,13199,0,0,11529,4699,0,10730,0,10092,13392,3.99679,2.945479,0.795221,4,500
18634,0,42350,0,0,6255,5320,16548,0,0,3429,-2.909091,-2.733317,0.791133,3,500
15330,0,22032,0,0,5250,5922,0,0,0,5940,-2.660337,-1.36581,0.791347,2,500
8272,0,0,41262,26200,0,0,13952,0,8094,7248,1.218228,-1.574983,0.794242,1,500
0,4032,0,0,0,0,0,172592,0,3162,0,7.735766,-7.897425,0.801319,11,146
0,4251,0,0,0,0,418,148421,0,2842,0,7.693286,-7.842752,0.782212,10,146
0,1421,0,0,0,1804,0,126452,0,2816,0,6.808606,-7.285015,0.787822,9,146
0,5520,0,0,826,2024,0,83500,0,4028,0,6.239446,-6.468847,0.794707,8,146
0,5080,0,33500,20790,1394,0,48600,0,3008,0,5.949416,-5.282892,0.794323,7,146
9861,0,0,24525,22386,2580,0,22010,0,4879,0,5.869653,-3.812503,0.78821,6,146
11940,6672,0,22355,23016,2356,0,23205,0,4758,0,4.276105,-4.208766,0.7969,5,146
9152,7897,0,25536,30492,1722,0,0,0,4292,0,4.179707,-2.717443,0.793061,4,146
8640,9396,0,25840,21912,2070,0,0,0,5577,0,3.848808,-1.02883,0.790666,3,146
0,0,28449,0,0,9499,0,0,0,0,5289,-2.979828,0.070964,0.785485,2,146
0,0,0,0,0,0,3038,0,4484,0,2294,-8.890859,-8.066133,0.797254,12,146
25443,0,14718,0,0,0,10740,5328,11280,0,3335,-7.690247,0.498389,0.84611,7,7
41574,0,7490,0,0,0,3696,8996,5022,0,841,-7.545115,-2.694178,0.849782,8,7
32860,0,51342,0,0,6890,2310,0,0,0,2278,-4.074043,-8.045115,0.850174,9,7
42840,0,43904,0,0,0,6120,11115,10595,0,4559,-5.948513,-3.676411,0.830759,6,7
34221,0,0,0,0,0,4130,0,3900,0,3500,-7.012876,-7.149578,0.843012,10,7
4928,0,0,0,0,0,3276,0,4884,0,2256,-7.68066,-7.959258,0.848781,11,7
0,0,0,0,0,0,1920,0,0,0,0,-6.636559,-10.005993,0.83824,12,7
0,0,0,0,0,0,3605,0,616,0,0,-6.974165,-10.999467,0.846378,13,7
1404,0,5715,0,0,21100,0,0,0,0,18850,-2.717462,13.921345,0.846356,14,254
4602,0,0,0,0,24816,0,0,0,0,29212,-3.296276,13.59217,0.841658,13,254
5586,0,0,0,0,17664,2541,4160,27378,0,15400,-5.249458,11.885817,0.840458,12,254
0,0,0,0,0,0,0,1960,28050,0,13542,-7.890268,12.770611,0.847493,15,254
0,0,0,0,0,0,0,0,12360,0,0,-8.166332,13.791212,0.852201,16,254
1938,0,700,0,0,0,0,0,0,0,0,-5.792481,15.986333,0.848238,17,254
6762,0,5754,0,0,33150,22800,0,28809,0,11956,-5.891364,10.436571,0.848862,11,254
6721,0,6716,0,0,23000,32330,0,28301,0,10431,-5.216931,9.667394,0.851216,10,254
5365,0,7191,0,0,28512,38477,0,34133,0,0,-4.543798,8.872262,0.844559,9,254
4147,0,5652,0,0,8892,9039,0,40548,0,4131,-3.9076,8.098725,0.83751,8,254
9648,0,10207,0,4050,14442,31930,0,0,0,0,-3.161339,7.324405,0.838294,7,254
7248,0,7920,0,5890,15444,28017,0,0,0,5070,-2.512566,6.515125,0.84676,6,254
10780,0,11032,0,5238,15184,22185,0,0,0,10730,-2.067349,5.623637,0.838326,5,254
6996,0,0,0,5841,13731,18564,0,0,0,0,-1.694559,4.692955,0.847661,4,254
0,0,0,0,0,14322,14210,0,0,0,0,-1.75966,3.590857,0.826174,3,254
0,0,25920,0,0,8772,0,0,0,0,8496,-2.98117,0.092558,0.839565,2,254
6897,0,27573,0,12558,9352,6867,0,0,0,5796,-1.729786,0.958058,0.842337,1,254
0,35754,0,1320,4920,17220,0,4165,0,0,29094,1.393626,12.85145,0.849754,12,248
1558,28728,0,2145,3627,14994,0,5733,0,0,35900,1.464757,12.923798,0.831039,13,248
2424,15372,0,6615,2450,0,0,0,0,0,21488,2.142273,13.882694,0.843238,14,248
0,7137,0,5054,3132,0,0,0,0,0,28710,2.641364,14.781768,0.852988,15,248
0,682,0,4625,3780,0,0,3729,0,0,0,3.532957,15.645512,0.846734,16,248
0,0,0,4046,0,0,0,0,0,0,0,4.325255,16.445974,0.838773,17,248
0,32929,0,0,4500,18802,0,0,0,1122,28884,0.985281,11.936614,0.847655,11,248
0,54416,0,0,5456,15123,0,2448,0,19728,22464,1.06222,10.891314,0.849992,10,248
1924,56848,0,4104,5754,14976,0,2652,0,27378,32487,1.321939,9.888487,0.838807,9,248
3294,35814,0,10790,6960,11704,0,4949,0,29355,12638,2.277435,8.648647,0.852806,8,248
1500,34117,0,13870,7150,0,0,4278,0,21749,23545,2.380603,7.621017,0.844846,7,248
3906,31920,0,15756,7448,0,0,8532,0,21749,17028,2.397159,6.570242,0.850918,6,248
0,0,0,44392,28908,2125,0,0,0,3710,3807,2.608352,-1.751144,0.857523,3,169
16564,0,0,26550,35316,3690,2176,3024,0,6063,0,1.37638,-3.792525,0.843338,4,169
14880,0,0,0,0,4484,3375,13824,0,3808,6144,0.103048,-5.002709,0.85181,5,169
17686,0,42328,0,0,7755,7152,0,0,0,5092,-1.654786,-2.479103,0.832759,2,169
10304,0,32064,0,11792,8792,8208,13200,0,0,5587,-1.750168,-0.964083,0.841263,1,169
29391,0,38340,0,0,5940,3440,0,0,0,5456,-2.692021,-5.379945,0.850225,6,169
19866,0,47244,0,0,0,0,0,0,0,0,-4.025848,-5.734416,0.849773,7,169
40812,0,36312,0,0,0,2070,0,6854,0,1904,-6.805999,-4.214941,0.846322,8,169
50100,0,52736,0,0,0,1875,0,4658,0,950,-6.958072,-5.749229,0.844586,9,169
39676,0,0,0,0,0,3509,0,1482,0,0,-7.470821,-6.749659,0.844589,10,169
0,0,0,0,0,3090,1558,0,0,3959,0,0.510738,-11.023579,0.849753,11,169
3888,0,4920,0,0,0,0,0,0,0,0,-1.65204,15.287978,0.858539,15,452
3708,0,3780,0,0,0,0,0,0,0,0,-1.699911,14.891238,0.842157,14,452
4104,0,5160,0,0,26260,0,0,0,0,28301,-1.889161,13.816587,0.848125,13,452
4095,0,0,0,0,27090,0,0,0,0,21546,-2.128371,12.781624,0.849939,12,452
5246,0,5168,0,0,16884,3402,0,0,0,22792,-2.112258,11.773413,0.846653,11,452
5632,0,5840,0,0,23406,29760,0,0,0,15128,-2.119155,10.782005,0.847423,10,452
0,0,3540,0,0,0,0,0,0,0,0,-2.968009,15.746663,0.842057,16,452
4074,0,2392,0,0,0,0,0,0,0,0,-4.508859,16.392478,0.853896,17,452
1595,0,0,0,0,0,0,0,0,0,0,-6.030898,16.968,0.851703,18,452
8540,0,7296,0,0,34240,41044,0,30130,0,0,-3.995105,9.146218,0.84591,9,452
6751,0,3960,0,0,22542,30368,0,44897,0,8856,-5.215537,7.311138,0.847878,8,452
6006,0,8030,0,0,24510,24650,0,22568,0,0,-4.155664,6.790482,0.842388,7,452
8268,0,5022,0,0,15980,18469,0,34866,0,0,-4.272539,5.518012,0.848227,6,452
4700,0,13400,0,0,12544,16920,0,13511,0,0,-4.071393,4.370725,0.840581,5,452
0,0,15480,0,0,13860,14824,0,0,0,4524,-3.770325,3.2836,0.846548,4,452
23128,0,26312,0,0,12312,8904,11946,0,0,0,-3.811997,-1.15438,0.846535,3,452
15691,0,23550,0,0,0,8745,0,0,0,6255,-2.704554,-1.251299,0.845719,2,452
0,0,0,0,0,2592,0,0,0,2880,0,4.417842,-10.618202,0.858564,11,160
0,5031,0,0,0,0,1904,218240,0,3922,0,8.101056,-7.435065,0.851279,10,160
0,2852,0,0,0,1936,0,103122,0,2150,0,5.91297,-8.055909,0.851983,9,160
0,0,0,0,0,2700,0,17587,0,2035,0,2.890394,-8.478409,0.852394,8,160
0,0,0,0,0,2516,2664,70110,0,3066,0,2.604136,-7.553092,0.841321,7,160
0,0,0,0,750,2415,2494,48510,0,3555,0,2.582571,-6.493842,0.842637,6,160
16725,0,0,14720,31800,2844,4606,38280,0,3655,0,2.843076,-5.27197,0.851997,5,160
2380,0,1775,0,0,0,0,0,0,0,0,-7.510438,15.008282,0.857523,16,451
0,0,3710,0,0,0,0,0,3614,0,0,-7.605813,14.068875,0.841161,15,451
1830,0,0,0,0,0,0,0,27233,0,14399,-7.779301,12.78884,0.834888,14,451
2329,0,0,0,0,810,455,0,31482,0,10089,-7.848644,11.54182,0.839723,13,451
6300,0,6026,0,0,24820,18421,0,32016,0,3159,-7.737488,10.39443,0.847043,12,451
6716,0,3300,0,0,17388,27144,0,39546,0,10089,-6.413892,10.118259,0.851675,11,451
9100,0,7150,0,0,37323,34998,0,38114,0,10787,-5.52296,9.499332,0.832964,10,451
6808,0,5566,0,0,34236,30096,0,34056,0,870,-4.875728,8.692106,0.852247,9,451
8880,0,6962,0,0,29500,37408,0,31455,0,0,-4.255173,7.927835,0.832525,8,451
6688,0,9234,0,0,22015,17952,0,30600,0,0,-3.637683,7.101523,0.849019,7,451
8322,0,13593,0,0,15190,13875,0,19488,0,7645,-6.142065,3.319294,0.840396,6,451
8820,0,6050,0,0,17334,10962,2112,17252,0,0,-5.418322,2.500007,0.845785,5,451
7938,0,10230,0,0,11178,11123,0,0,0,8450,-2.736772,4.156945,0.85218,4,451
9760,0,17334,0,6417,13510,16058,0,0,0,3328,-1.588476,3.651877,0.832618,3,451
2848,0,1000,0,0,0,0,0,0,0,0,-6.440648,15.739875,0.853688,17,451
1067,0,2210,0,0,0,0,0,0,0,0,-7.534349,16.403245,0.851542,18,451
61462,0,40804,0,0,0,4773,0,8372,0,0,-7.887929,-5.02915,0.937234,9,4
57132,0,58320,0,0,0,5520,0,7644,0,768,-7.554483,-4.836896,0.920192,8,4
61904,0,68992,0,0,0,8344,0,9984,0,3162,-6.645604,-4.421551,0.926794,7,4
45045,0,30976,0,0,0,3190,0,2079,0,0,-5.637614,-4.092493,0.940272,6,4
17622,0,33750,0,0,6042,6794,0,0,0,3328,-5.134406,-3.052905,0.936471,5,4
25317,0,18711,0,0,12696,6591,16767,0,0,2720,-4.794914,-1.416846,0.926419,4,4
5655,0,8996,0,0,26311,44688,0,0,0,17520,-1.692376,9.869664,0.936067,10,4
5494,0,7950,0,0,19344,36594,0,0,0,17262,-1.828714,10.852687,0.938097,11,4
4655,0,5424,0,0,43848,5874,0,0,0,29610,-1.906995,11.873901,0.935933,12,4
7050,0,0,0,0,27251,8475,0,29290,0,10224,-5.205076,11.931163,0.921555,13,4
8370,0,3150,0,0,6889,12744,726,36406,0,16050,-7.407732,11.892912,0.934198,14,4
448,0,4810,0,0,0,0,972,37576,0,11799,-7.921076,12.767118,0.933027,15,4
0,0,1161,0,0,0,0,693,19527,0,0,-8.439291,13.604869,0.935365,16,4
0,0,2790,0,0,0,0,0,0,0,0,-7.802181,15.140384,0.931192,17,4
5248,0,3180,0,0,8320,0,0,0,0,0,-3.617953,14.73737,0.948888,15,247
3094,0,3051,0,0,18612,0,2548,0,0,0,-3.62205,14.527048,0.920343,14,247
3400,0,5320,0,0,21935,0,0,0,0,21483,-4.154162,13.339767,0.936819,13,247
6006,0,5640,0,0,21560,7216,0,33660,0,19200,-5.154788,11.919085,0.919924,12,247
10419,0,6716,0,0,40610,28080,0,31613,0,12810,-5.521438,10.624638,0.936845,11,247
7130,0,2112,0,0,35815,29016,0,35451,0,7930,-4.522956,10.023788,0.939736,10,247
9116,0,7052,0,0,28635,36822,0,45902,0,0,-5.489685,8.339733,0.940641,9,247
9024,0,8100,0,0,29211,27416,3726,31304,0,5650,-6.599297,6.079646,0.927826,8,247
13668,0,5278,0,0,30488,19099,6027,21714,0,1332,-6.253328,4.911995,0.931747,7,247
17680,0,9540,0,0,21789,21750,7176,34432,0,0,-5.726777,4.016515,0.921758,6,247
13454,0,9988,0,0,18300,11550,7987,16965,0,5580,-5.201887,2.936365,0.939236,5,247
12825,0,18432,0,0,11100,14170,9625,11132,0,8236,-4.595217,1.943055,0.928813,4,247
27260,0,31527,0,0,0,14325,0,0,0,0,-3.944859,0.638346,0.924302,3,247
19090,0,15180,0,0,7884,11460,11312,0,0,8036,-2.971361,0.327763,0.940748,2,247
13800,0,31302,0,6188,11592,9450,14840,0,0,7392,-1.95764,-0.012232,0.939357,1,247
4560,8468,0,18278,15368,4030,0,4473,0,9639,0,5.561789,2.460526,0.937208,6,165
5047,6174,0,22204,14490,3990,0,2340,0,8648,0,5.400789,2.600075,0.917529,5,165
0,26100,0,17935,10856,3479,0,6764,0,18900,30846,3.681604,5.959078,0.933072,7,165
2952,31926,0,14892,5916,3008,0,7497,0,23232,26660,3.162685,7.380765,0.933848,8,165
2208,40003,0,12285,7680,8586,0,6720,0,28520,29165,2.805272,8.563962,0.938487,9,165
4290,56160,0,10360,6665,5952,0,2530,0,35640,25802,2.670143,9.701052,0.93424,10,165
0,64175,0,9856,5986,16884,0,0,0,31626,36957,2.514363,10.724975,0.941447,11,165
0,40767,0,8851,4247,16802,0,5617,0,17325,52164,2.51314,11.747025,0.937683,12,165
3074,26288,0,16464,10266,7280,0,12000,0,18190,20916,3.182412,3.850168,0.927945,4,165
8840,18000,0,15680,8316,4608,10626,9752,0,12896,16720,2.804254,2.753593,0.935212,3,165
9050,6016,0,28952,15246,0,13962,12702,0,14746,17017,2.276121,1.916294,0.930155,2,165
5238,0,0,36960,19019,0,798,0,0,13870,13735,1.790552,0.847708,0.935676,1,165
4515,0,7701,0,0,38168,0,0,0,0,29484,-1.364859,12.960851,0.945333,13,165
2600,26732,0,8976,6908,9853,0,6968,0,23600,55211,5.348026,9.154235,0.947817,10,173
1680,30624,0,4384,4185,11658,0,7590,0,23821,39760,5.492355,9.533515,0.922056,11,173
2210,24264,0,7208,6556,14338,0,2914,0,20952,53757,6.010973,10.429584,0.939313,12,173
1674,34608,0,7084,5472,0,0,6840,0,47804,41006,6.346927,11.357891,0.927622,13,173
2231,24464,0,6660,5265,0,0,7550,0,24475,9680,6.402941,12.47277,0.944705,14,173
2116,83436,0,6063,3627,0,0,7200,0,24960,0,6.739096,13.408939,0.914083,15,173
0,22620,0,9955,7498,5684,0,9152,0,16478,55183,5.373241,8.414102,0.945503,9,173
4662,25454,0,9774,7728,6954,0,1890,0,20777,39590,5.310164,7.259664,0.919657,8,173
5343,18177,0,5512,9200,4876,0,9720,0,17009,0,5.362164,5.933614,0.936672,7,173
2783,19943,0,14124,10340,1548,0,5376,0,14885,26820,4.470416,5.369141,0.938877,6,173
3795,17871,0,15611,10890,5550,0,0,0,13098,0,3.690791,4.711236,0.940463,5,173
0,21812,0,0,11275,10123,4060,0,0,19110,27346,2.002776,4.572099,0.919419,4,173
