Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,Camera_0048,Camera_0049,Camera_0050,x_position,y_position,z_position,unit_distance_from_origin,unit_id
5175,15276,276,0,35510,1404,0,0,0,0,0,0,6952,1848,10092,0,5343,1577,0,10200,4200,0,10494,0,1863,1537,0,3604,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,13056,0,-12.846359,-11.103684,0.808493,16,55
3150,12060,18,0,21420,10138,0,0,0,0,0,0,13376,1530,9396,0,8100,0,0,15010,5720,0,13855,0,2580,0,0,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20501,0,-13.450989,-8.66181,0.800462,15,55
2314,6556,0,0,10500,6030,0,0,0,0,0,2820,3813,3780,6674,0,11172,0,0,0,7987,0,9845,0,3296,581,0,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56168,0,-14.435817,-4.073224,0.81227,14,55
3535,13904,600,0,21210,7300,0,0,0,48,0,0,11895,4324,11011,0,7956,2720,0,7,5808,0,12740,0,2418,351,0,7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38070,0,-12.132581,-6.98183,0.803286,13,55
3003,12879,1053,0,22523,8910,0,0,0,770,0,0,9633,2046,9246,0,2368,630,0,14040,4588,0,15300,0,2116,0,0,6426,0,0,0,0,0,0,0,0,0,5934,0,0,0,0,0,0,0,0,0,0,0,31855,0,-10.744201,-7.299431,0.80652,12,55
1829,11448,36,0,26910,11776,285,0,0,2905,0,0,7644,1064,7623,0,3081,3026,0,15808,3944,0,18984,0,1920,0,0,8777,0,0,0,0,0,0,0,0,0,53352,0,0,0,0,0,0,25544,0,0,0,0,31868,0,-8.912759,-8.030726,0.805491,11,55
4662,0,49,11,17712,14904,7708,0,0,1554,0,0,7242,0,1674,0,5208,1638,0,19007,3740,294,17963,0,1357,0,0,5658,0,2850,0,0,0,0,0,0,0,70040,0,0,0,0,0,0,12415,0,0,0,0,0,0,-7.131097,-8.367186,0.817457,10,55
2904,0,0,0,16352,12644,1829,0,0,1825,0,0,5005,0,4403,0,3844,1080,0,21120,2750,399,21918,0,0,0,0,5439,0,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9256,0,0,0,0,0,0,-6.633635,-7.414587,0.817613,9,55
40,0,0,680,18105,23766,140,0,0,30,0,0,8142,0,2924,0,6600,2852,0,27700,5616,2,31613,0,1372,0,0,8316,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10354,0,0,0,0,0,0,-5.776477,-6.899516,0.801428,8,55
986,0,135,0,12154,19829,0,0,0,1254,0,27835,6394,0,525,0,4270,2090,0,34608,2943,3219,39424,0,770,0,0,7095,0,145,0,0,0,0,0,0,62928,0,0,0,0,0,0,0,7268,0,0,0,0,0,0,-4.759719,-6.383112,0.821102,7,55
2275,0,1518,208,11800,0,0,0,0,722,0,33912,3569,0,1908,0,4284,0,0,30430,2205,3306,54990,0,0,0,0,8448,0,4690,0,1015,0,0,0,0,57528,0,0,0,0,0,0,0,6512,0,0,0,0,0,0,-3.506235,-6.003606,0.82115,6,55
2626,0,0,0,0,0,0,0,0,1,0,40320,0,1068,3162,0,3150,0,0,46614,2525,3861,112670,0,0,0,0,13199,0,5480,0,6854,0,0,0,0,34768,0,0,0,0,0,0,0,5304,0,0,0,0,0,0,-1.717093,-5.719889,0.821296,5,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,0,2376,0,0,3036,6106,0,0,0,0,0,0,0,8528,0,8211,0,0,0,0,15372,0,0,0,0,0,0,0,3708,0,0,0,33654,0,0,4.082845,-2.873014,0.799009,4,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,3040,0,0,4370,5922,0,0,0,0,0,0,0,7697,0,9790,0,0,0,0,13604,0,0,0,0,0,0,0,2900,0,0,0,26550,0,0,3.701507,-1.494978,0.80418,3,55
0,0,5124,1560,1121,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.163977,24.393735,0.814086,26,55
6,0,8763,7488,720,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8802,0,0,0,0,0,0,0,0,0,22050,0,0,0,0,0,0,0,0,-9.401854,25.318474,0.796466,27,55
1,87,5292,8512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11718,0,0,0,0,0,0,0,0,0,22240,0,0,0,0,0,0,0,0,-10.38201,26.039634,0.818496,28,55
0,99,5412,9177,798,0,0,1155,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,0,0,0,0,0,0,0,0,0,19039,0,0,0,0,0,0,0,0,-11.531622,26.637044,0.814203,29,55
0,54,4998,11088,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15265,0,0,0,0,0,0,0,0,0,6750,0,0,0,0,0,0,0,0,-12.751345,27.177424,0.819027,30,55
0,56,4945,13230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17404,0,0,0,0,0,0,0,0,0,22011,0,0,0,208,0,0,0,0,-13.883778,27.72742,0.815765,31,55
2652,6240,0,0,8428,1140,0,0,0,2904,0,6498,0,5800,6660,0,18200,0,0,0,11556,0,0,0,3051,0,0,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72352,0,-13.310927,-1.034381,0.968855,13,24
2856,8321,18,0,10146,13520,0,0,0,2125,0,13552,0,6072,6192,0,23183,0,0,0,12805,0,24206,0,2436,0,0,7774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82482,0,-12.865703,-1.856535,0.943714,12,24
4588,11505,494,0,19875,9632,0,0,0,480,0,0,15825,3552,8575,0,9968,3552,0,8774,6820,0,16060,0,1288,4662,0,5760,0,0,0,0,0,0,0,0,0,18476,0,0,0,0,0,0,0,0,0,0,0,32600,0,-11.969762,-7.287262,0.957347,14,24
6650,17496,384,0,30970,13806,0,0,0,437,0,0,16340,2704,12025,0,8150,3296,0,21670,7100,0,19894,0,989,1378,0,3808,0,0,0,0,0,0,0,0,0,87841,0,0,0,0,0,0,0,0,0,0,0,22518,0,-11.790917,-9.274538,0.939748,15,24
6006,6930,252,0,42728,2250,0,0,0,230,0,0,9078,2574,8800,0,6776,2511,0,8213,3192,0,9588,0,1580,7875,0,3030,0,0,0,0,0,0,0,0,0,76472,0,0,0,0,0,0,0,0,0,0,0,14518,0,-11.436973,-11.222671,0.964359,16,24
6560,0,288,0,47531,957,0,0,0,289,0,0,1288,2418,13845,0,5076,2232,0,10248,4375,0,10653,0,476,9911,0,4788,0,0,0,0,0,0,0,0,0,44577,0,0,0,0,0,0,29640,0,0,0,0,13104,0,-10.804396,-13.170761,0.963553,17,24
9744,0,546,0,43255,12352,0,0,0,414,0,0,6600,1593,15456,0,3406,2403,0,9204,3808,26,12017,0,0,13260,0,4797,0,1890,0,0,0,0,0,0,0,34230,0,0,0,0,0,0,67144,0,0,0,0,11078,0,-10.21579,-14.863034,0.959852,18,24
14553,0,405,0,540,16849,0,0,0,418,0,0,4371,2125,17784,0,980,2125,0,9804,3390,1188,12804,0,0,15834,0,4680,0,3744,0,0,0,0,0,0,0,25560,0,0,0,42572,0,0,75840,0,0,0,0,9381,0,-9.794042,-16.306636,0.954838,19,24
20700,0,18,0,0,21528,0,0,15910,396,0,0,5187,2132,30996,0,3927,1248,0,6240,3240,135,14134,0,174,19623,0,4640,188190,3300,163254,0,0,0,0,0,0,20493,0,0,0,35595,0,0,105123,0,0,0,0,8856,0,-9.342877,-17.702536,0.949481,20,24
2970,0,576,0,27448,9900,2150,0,0,2370,0,0,8721,0,4560,0,6407,3232,0,17220,5016,0,21894,0,0,0,0,7238,0,0,0,0,0,0,0,0,0,75816,0,0,0,0,0,0,19197,0,0,0,0,38055,0,-8.320844,-8.608345,0.945093,11,24
6468,0,30,11,27448,15656,10395,0,0,1872,0,0,8085,0,6732,0,5472,3286,0,25850,3193,936,28858,0,84,0,0,6396,0,3744,0,0,0,0,0,0,0,76859,0,0,0,0,0,0,15960,0,0,0,0,0,0,-6.876524,-8.543799,0.95928,10,24
6142,0,2448,1375,0,28888,7524,0,0,0,0,0,6407,176,5720,0,4585,2625,0,30039,3570,3570,48125,0,540,0,0,3388,0,4726,0,1980,0,0,0,0,72436,0,0,0,0,0,0,0,10660,0,0,0,0,0,0,-4.245394,-9.044766,0.963926,9,24
11122,0,648,0,0,7138,0,0,0,238,0,0,6996,1720,24192,0,5460,1422,0,6300,4375,0,5846,0,1700,8400,0,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,35814,0,0,0,0,0,0,0,7439,0,-13.417661,-16.175633,0.962729,21,24
90,0,530,0,0,6642,0,0,27835,200,0,0,5846,1848,24880,0,5143,1176,0,5904,3500,0,6776,0,2184,7052,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,39204,0,0,0,812,0,3078,0,8466,0,-14.014146,-16.970176,0.962503,22,24
0,0,250,0,0,7595,0,0,40186,1248,0,0,10695,720,34338,0,8024,1817,0,3645,6171,0,6512,0,2025,11040,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,36838,0,0,0,9060,0,0,0,6688,0,-14.512636,-17.863873,0.954939,23,24
3388,6560,60,0,12627,14616,0,0,0,3026,0,20832,2028,0,4352,0,9116,4340,0,0,4917,0,35360,0,0,0,0,8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945,0,0,0,1560,0,0,-7.868815,-4.341313,0.957263,8,24
5424,8321,0,741,11343,0,0,0,0,1716,0,27816,0,0,5240,0,14448,4158,0,0,10430,0,59660,0,36,0,0,12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11285,0,0,0,216836,0,0,-7.24364,-3.344706,0.951283,7,24
5640,7548,0,128,9752,0,0,0,0,2800,0,24205,0,0,4875,0,11926,2240,0,0,10164,0,41580,0,700,0,0,15768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,0,0,0,154280,0,0,-6.718754,-1.955641,0.948984,6,24
1311,3813,0,0,3286,0,0,12141,0,16448,0,2592,0,0,0,0,0,0,3813,0,0,0,0,47580,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15008,0,0,0,0,0,0,0,-22.019377,9.552987,0.960515,24,24
1360,4148,0,0,3465,0,0,11605,0,21646,0,1875,0,0,0,0,0,0,4080,0,0,0,0,39432,8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300,0,0,0,0,0,0,0,-22.791513,10.311714,0.962854,25,24
792,4403,0,0,2929,0,0,12139,0,28119,0,0,0,0,0,0,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.246645,11.655958,0.962197,26,24
8,3808,8,0,2418,0,0,9612,0,43731,0,112,0,0,0,0,0,0,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.310028,13.633167,0.962901,27,24
0,3465,12,0,2210,0,0,7567,0,78822,0,560,0,0,0,0,0,0,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,-23.267645,15.576431,0.943085,28,24
3074,4446,0,0,5544,0,0,0,0,0,0,11032,0,7506,3100,0,0,0,0,0,0,0,0,0,0,0,10050,40515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,23870,0,0,-4.259504,4.181229,0.960934,5,24
4950,2900,0,0,6966,0,0,0,0,0,0,14910,0,7434,2352,0,0,0,0,0,0,112,0,0,0,0,10528,58947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7625,0,0,0,45864,0,0,-3.177482,3.849545,0.953566,4,24
3390,3422,0,0,4521,0,0,0,0,0,0,13620,0,0,2156,0,0,555,0,0,0,12210,0,0,0,0,10416,39744,0,18980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,0,0,0,23946,0,0,-2.135715,3.304459,0.96289,3,24
3960,4248,1026,0,7952,0,0,0,0,0,0,16750,0,0,3395,0,0,0,0,0,0,16555,0,0,0,0,8142,70620,0,28280,0,24447,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,32230,0,0,-1.12661,2.758444,0.959895,2,24
6765,5850,0,0,7395,0,0,0,0,0,0,29715,0,0,2418,0,0,2432,0,0,0,18720,0,0,0,0,9464,35712,0,29680,0,33796,0,0,0,0,24486,0,0,0,0,0,0,0,6120,0,0,0,10260,0,0,0.61653,1.901286,0.953987,1,24
5180,0,0,0,0,0,0,0,0,0,0,34744,0,0,1860,0,0,864,0,0,5760,6946,0,0,0,0,24,0,0,12744,0,15890,0,0,0,0,19912,0,0,0,0,0,0,0,5240,0,0,0,16600,0,0,0.455635,-0.861054,0.959078,0,24
1173,5494,0,0,3762,0,0,19018,0,15745,2511,2277,0,0,0,0,0,0,4680,0,51430,0,0,0,14938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9284,0,0,0,0,0,0,0,-24.43628,7.917598,0.969927,25,35
9,3410,3,0,140,0,0,8650,0,36763,0,323,0,0,0,0,0,0,2862,0,0,0,0,10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.039854,13.809862,0.96502,26,35
36,3808,0,0,1230,0,0,9282,0,32107,0,0,0,0,0,0,0,0,3520,0,0,0,0,29600,12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.727914,12.363312,0.960108,24,35
255,3927,0,0,3328,0,0,10353,0,22437,0,152,0,0,0,0,0,0,4080,0,0,0,0,37629,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,0,0,0,0,0,-21.524997,10.571327,0.948226,23,35
1260,4960,0,0,3520,0,0,14807,0,15879,0,2448,0,0,0,0,0,0,4699,0,0,0,0,44880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16482,0,0,0,0,0,0,0,-21.296053,8.593043,0.952651,22,35
1406,4644,0,0,2625,0,0,14994,0,11984,0,2889,0,0,0,0,0,0,4995,0,0,0,0,38808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19512,0,0,0,0,0,0,0,-20.722563,7.317281,0.961338,21,35
1575,7467,0,0,4200,0,0,30996,0,9858,0,3108,0,15895,0,0,0,0,8094,0,78905,0,0,82346,18146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84613,0,0,0,25300,0,0,0,0,0,0,0,-19.997671,6.410217,0.941103,20,35
1278,4824,0,0,4375,0,0,15616,0,0,0,4060,0,5896,0,0,0,0,5624,0,66967,0,0,39690,11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60249,0,0,0,33532,0,0,0,0,0,0,0,-19.194548,5.432553,0.957227,19,35
1782,5382,0,0,5016,0,0,27400,0,0,0,4551,0,1716,0,0,0,0,2987,0,45600,0,0,71208,8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59928,0,0,0,43434,0,0,0,0,0,0,0,-18.449658,4.499451,0.960477,18,35
1992,4216,0,0,4687,0,0,22074,0,0,0,4536,0,4089,0,0,0,0,6765,0,44164,0,0,79074,9646,0,0,13612,0,0,0,0,0,0,0,0,0,0,0,66008,0,0,0,61632,0,0,0,0,0,0,0,-17.633907,3.534045,0.954554,17,35
2125,4752,0,0,6816,0,0,21456,0,0,0,3886,0,6273,0,0,0,5610,9975,0,26520,0,0,0,9234,0,115850,9222,0,0,0,0,0,0,0,0,0,0,0,83328,0,0,0,63984,0,0,0,0,0,0,0,-16.773461,2.505365,0.961687,16,35
2288,7050,0,0,7546,0,0,0,0,0,0,6864,0,7956,8046,0,42900,0,14089,0,19425,0,0,0,8003,0,112880,11055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.971539,0.6366,0.942732,15,35
1896,4551,0,0,3712,0,0,15336,0,4446,0,5719,0,12006,3840,0,0,0,5700,0,0,0,0,23585,4165,0,38064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91982,0,0,0,0,0,0,0,-13.858722,5.714251,0.958335,14,35
156,2112,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.230797,20.79515,0.964376,27,35
440,2150,1850,6624,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,0,0,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7742,0,0,0,0,0,0,0,0,-17.266379,22.043394,0.952494,28,35
49,2236,3224,16872,648,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65786,0,0,0,27727,0,0,0,0,-17.330361,23.284509,0.961493,29,35
0,1060,4708,16864,1330,0,0,333,0,0,0,0,0,0,0,0,0,0,1840,0,0,0,0,5360,0,0,0,0,0,0,0,0,54528,0,0,65709,0,0,0,0,0,0,96400,0,0,0,1440,0,0,0,0,-17.387877,24.468817,0.963088,30,35
24,1716,6431,26400,990,0,0,595,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,22,0,0,0,0,0,0,0,0,78182,0,0,98012,0,0,0,0,0,0,94738,0,0,0,1008,0,0,0,0,-17.372235,25.677279,0.950701,31,35
2573,5175,0,630,3876,0,0,13020,0,0,0,4921,0,21375,4860,0,0,0,10434,0,0,0,0,16200,9114,0,26414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.863956,7.417906,0.933838,13,35
1870,3379,108,0,3270,0,0,8134,0,0,0,5382,0,0,1860,0,0,19076,0,0,0,0,0,6660,0,0,15504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.446475,8.928933,0.950311,12,35
4674,29700,33,0,0,1771,0,0,0,2002,40215,0,17568,1566,14819,0,12726,442,64769,4192,0,0,3618,0,2350,2976,0,2323,0,0,0,0,0,83284,0,0,0,0,0,0,0,0,0,0,0,14136,0,37536,0,11110,0,-20.142435,-13.210764,0.968855,24,28
4165,35640,80,0,0,950,0,0,0,2700,34320,0,19270,1539,33580,0,13650,378,60155,3328,330,0,3510,0,2730,4560,0,2592,0,0,0,0,0,89621,0,0,0,0,0,0,0,0,0,0,0,16146,0,48625,0,11564,0,-20.055066,-13.160279,0.939676,23,28
5952,35090,42,0,0,1540,0,0,0,2457,0,0,17480,1302,37518,0,6720,400,69025,5360,9338,0,5480,0,2697,5040,0,2013,0,0,0,0,0,78591,0,0,0,0,0,0,0,0,0,0,0,19754,0,68355,0,14925,0,-19.068732,-12.809159,0.953894,22,28
7011,27936,15,0,0,952,0,0,0,4095,0,0,19125,4032,21672,0,13090,288,9494,6063,14904,0,5945,0,4180,5805,0,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28013,0,6039,0,11594,0,-18.285425,-12.231622,0.944185,21,28
5332,15170,0,0,0,504,0,0,0,2444,0,0,4130,2277,22194,0,9261,0,0,7152,9617,0,6688,0,2450,5628,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,15695,0,0,0,20350,0,0,0,12876,0,-17.433898,-11.705874,0.962482,20,28
4914,22260,0,0,0,252,0,0,0,1974,0,0,6750,1416,22533,0,8280,28,0,6930,6678,0,6952,0,2037,4830,0,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,35904,0,0,0,25988,0,0,0,16632,0,-16.510727,-11.277767,0.959584,19,28
7250,18177,0,0,43911,1798,0,0,0,1296,0,0,5472,3492,18723,0,15480,0,0,8694,12710,0,8134,0,3234,6486,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,9920,0,0,0,50400,0,0,0,24174,0,-15.680446,-10.725585,0.943034,18,28
4095,15510,0,0,43470,6123,0,0,0,14,0,0,13992,2369,14144,0,10800,88,0,9169,6600,0,9256,0,2163,4818,0,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29842,0,0,0,16510,0,-14.812979,-10.192985,0.963834,17,28
4318,16560,0,0,24192,5508,0,0,0,36,0,0,10032,2781,13860,0,7080,0,0,9487,5082,0,9620,0,2472,5694,0,4953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18531,0,-13.894737,-9.752069,0.961716,16,28
4978,18530,1416,0,40832,6880,0,0,0,4,0,0,14076,3811,13260,0,10034,3502,0,10505,5811,0,10431,0,1314,2280,0,6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29103,0,-12.99146,-9.339124,0.949998,15,28
6370,13715,510,0,22792,9912,0,0,0,30,0,0,14235,3296,10488,0,1590,3502,0,13860,7830,0,13104,0,3162,1782,0,4756,0,0,0,0,0,0,0,0,0,62073,0,0,0,0,0,0,0,0,0,0,0,22908,0,-12.076386,-8.80777,0.940717,14,28
0,30590,72,0,0,4588,0,0,158536,1932,78228,0,17472,946,66156,0,12600,400,0,5658,0,0,4608,0,2001,7875,0,1786,0,0,0,0,0,56960,0,0,0,0,0,0,0,0,0,0,0,11400,0,61440,0,9625,0,-19.708063,-15.39963,0.949561,25,28
0,26730,143,0,0,3500,0,0,77910,1743,114323,0,10746,2100,86016,0,3680,384,0,4114,0,0,4000,0,1955,4536,0,1932,0,0,0,0,0,41747,0,0,0,0,0,0,0,0,0,0,0,10528,0,32220,0,8517,0,-19.999322,-16.679571,0.958845,26,28
2314,7535,0,0,5538,0,0,0,0,5840,0,6321,0,10624,7714,0,0,0,14678,0,18574,0,0,0,2716,0,67480,10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59122,0,0,0,0,0,0,0,-13.848779,1.987958,0.945788,13,28
2280,6627,0,0,5066,0,0,0,0,6090,0,7426,0,7245,6650,0,0,0,3,0,16100,0,0,0,6191,0,53568,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.871446,1.555408,0.95998,12,28
2910,4587,0,0,6080,0,0,0,0,3726,0,7544,0,6762,4454,0,0,0,0,0,14520,0,0,0,3696,0,42105,11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.89581,1.231059,0.957346,11,28
2484,6028,0,0,9486,0,0,0,0,3422,0,4773,0,8512,6150,0,0,10268,0,0,12139,0,0,0,1620,0,51042,14413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.945121,0.729129,0.941317,10,28
2970,10716,108,0,11016,0,0,0,0,848,0,10915,0,5180,6930,0,20492,8804,0,0,3538,0,0,0,4485,0,61232,14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.98148,-0.352505,0.928069,9,28
3270,4653,588,529,6630,0,0,0,0,864,0,13065,0,0,1690,0,13041,4686,0,0,6498,0,0,0,0,0,0,9476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.933109,-0.998263,0.961078,8,28
3596,10220,55,0,12036,0,0,0,0,1580,0,11050,0,0,7250,0,11718,7344,0,0,4578,0,0,0,2960,0,0,19950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,-7.832328,-1.555848,0.949532,7,28
3248,5220,0,288,6764,0,0,0,0,624,0,15544,0,0,3690,0,11403,3808,0,0,4576,0,10819,0,1608,0,0,11169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7990,0,0,0,125184,0,0,-6.704584,-1.842418,0.95935,6,28
5782,4862,0,56,8624,0,0,0,0,3818,0,13865,0,0,1302,0,13851,5586,0,0,9536,0,0,0,2295,0,0,14198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,0,0,0,108267,0,0,-5.772621,-1.557632,0.937389,5,28
3393,5891,0,168,7304,0,0,0,0,0,0,12744,0,0,1976,0,0,3408,0,0,6975,0,0,0,0,0,22724,20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7252,0,0,0,87804,0,0,-4.969138,-0.292191,0.96016,4,28
4640,4960,0,0,6840,0,0,0,0,0,0,10992,0,5254,819,0,0,0,0,0,9106,0,0,0,0,0,13419,28796,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5977,0,0,0,48556,0,0,-3.751686,1.304872,0.963308,3,28
5842,2900,0,0,6006,0,0,0,0,0,0,30870,0,0,2139,0,0,6545,0,0,0,13650,0,0,0,0,8160,0,0,23406,0,25404,0,0,0,0,14416,0,0,0,0,0,0,0,3795,0,0,0,15311,0,0,1.624498,2.485252,0.960929,2,28
6164,0,0,0,0,0,0,0,0,0,0,34020,0,0,2016,0,0,3360,0,0,462,11020,0,0,0,0,9821,0,0,18144,0,19760,0,0,0,0,15680,0,0,0,0,0,0,0,1596,0,0,0,18768,0,0,1.609044,1.155718,0.963446,1,28
6116,0,0,0,1352,0,0,0,0,0,0,33400,0,0,120,0,0,0,0,0,4978,8673,0,0,0,0,0,0,0,12648,0,16330,0,0,0,0,23674,0,0,0,0,0,0,0,5109,0,0,0,29240,0,0,0.079012,-0.970658,0.958868,0,28
247,10,11970,7003,630,0,0,0,0,0,0,0,0,0,336,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,2250,0,0,0,6853,0,72480,0,176,0,0,0,0,0,0,0,609,-5.6378,26.406659,0.960909,27,28
0,495,6256,10856,1173,0,0,676,0,0,0,0,0,0,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,16104,0,0,0,0,0,0,0,0,0,40300,0,0,0,0,0,0,0,0,-11.586628,25.516851,0.955516,28,28
0,0,0,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186,0,14430,0,0,0,144,0,10440,0,330,0,0,0,0,0,0,0,3180,2.963436,27.605276,0.968855,27,5
0,0,0,3696,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012,0,16704,0,0,0,390,0,12312,0,0,0,0,0,0,0,0,0,3456,2.867921,26.793793,0.962401,26,5
0,0,6020,6104,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962,0,17430,0,0,0,208,0,24753,0,0,0,0,0,0,0,0,0,3552,2.819557,25.827306,0.946476,25,5
