Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,1694,0,7440,0,0,0,0,0,0,0,1.71274,-17.875873,0.829926,17,245
0,5390,1216,0,12852,0,0,0,0,175,0,0,2.186538,-16.858164,0.807047,16,245
0,2392,1863,0,0,0,0,0,0,0,0,0,1.383507,-15.917319,0.820564,15,245
0,4368,1456,0,12525,0,0,0,0,496,0,0,1.824753,-14.877931,0.825619,14,245
0,0,1568,0,9180,0,0,0,0,1078,0,0,2.080124,-13.820096,0.823404,13,245
0,3536,2430,0,10944,0,0,0,0,864,0,0,2.268214,-12.78524,0.824768,12,245
0,3780,2484,0,11658,0,0,0,0,2079,0,0,2.393385,-11.717663,0.823933,11,245
0,2862,2813,0,0,0,0,0,0,1530,0,0,2.616908,-10.641753,0.8212,10,245
0,4914,0,0,0,0,0,0,0,0,0,0,-1.454194,-9.83204,0.830667,9,245
0,0,2856,0,0,0,0,0,0,0,0,0,-1.581877,-8.854852,0.822405,8,245
0,0,3150,0,0,0,0,0,0,0,0,0,-1.691078,-7.81572,0.820001,7,245
0,0,4218,0,0,0,0,0,0,0,0,0,-2.272552,-6.608757,0.822718,6,245
0,0,4370,0,0,0,0,0,0,0,0,0,-2.184036,-5.573865,0.817712,5,245
0,0,4961,0,0,0,0,0,14763,0,0,0,-2.336649,-4.367194,0.820411,4,245
0,0,5588,4173,0,0,0,0,28644,0,0,0,-2.158031,-3.334105,0.815282,3,245
9996,0,6486,3162,0,0,0,0,33475,0,0,0,-2.631287,-1.419987,0.811694,2,245
8742,0,7644,3762,0,0,0,0,28518,0,0,0,-1.956661,-0.379477,0.820634,1,245
0,0,8211,3094,0,0,0,0,18330,4746,0,0,0.121322,0.977683,0.816558,0,245
5160,0,0,1440,0,0,0,0,0,0,0,24910,-10.488561,6.804096,0.830726,12,265
5070,0,0,2024,0,0,0,0,0,0,0,22440,-10.11596,6.408651,0.821945,11,265
3924,0,0,1890,0,0,0,0,0,0,0,18527,-9.435299,5.542742,0.82775,10,265
8896,0,0,4459,0,0,0,0,0,0,0,1368,-8.83587,4.661216,0.808751,9,265
5800,0,0,2444,0,0,0,0,0,0,0,0,-8.184668,3.718771,0.826143,8,265
12152,0,0,4680,0,0,0,0,0,0,0,0,-12.988325,-0.807419,0.829613,13,265
3441,0,0,0,0,0,0,0,0,0,0,9853,-9.42611,10.354187,0.81213,14,265
3224,0,0,620,0,0,0,0,0,0,0,15708,-8.69868,12.240989,0.820137,15,265
2850,0,0,0,0,0,0,0,0,0,0,0,-8.262627,13.703392,0.823552,16,265
1725,0,0,1219,0,0,0,0,5588,0,0,8580,-7.826747,15.100404,0.80873,17,265
1296,0,0,0,0,0,0,0,4797,0,0,9280,-7.507501,16.381784,0.814858,18,265
702,0,0,988,0,0,0,0,3420,0,0,7548,-7.54229,17.44205,0.819327,19,265
1944,0,0,779,0,0,0,0,4320,0,0,0,-7.410396,18.577751,0.822146,20,265
2079,0,0,0,0,0,0,0,3638,0,0,0,-7.7784,19.531042,0.818773,21,265
1560,0,0,260,0,0,0,0,3737,0,0,0,-7.930062,20.546457,0.821039,22,265
984,0,0,0,0,0,0,0,3441,0,0,0,-8.152321,21.52631,0.819564,23,265
1728,0,0,0,0,0,0,0,3589,0,0,1292,-8.539068,22.484937,0.825544,24,265
1420,0,0,0,0,0,0,0,2883,0,0,1558,-8.221134,23.613938,0.813163,25,265
1080,0,0,0,0,0,0,0,2580,0,0,1368,-7.322926,24.988537,0.826602,26,265
976,0,0,0,0,0,43758,0,2345,0,0,0,-5.251148,26.5041,0.820378,27,265
0,0,0,0,0,0,23040,0,918,0,7520,0,-3.770945,27.747417,0.818223,28,265
0,1819,3104,0,0,0,0,0,0,675,0,0,2.687112,-10.716671,0.820656,11,34
0,5610,2790,0,14960,0,0,0,0,572,0,0,2.852125,-11.663433,0.810953,12,34
0,2652,2430,0,9020,0,0,0,0,2100,0,0,3.093361,-12.631892,0.829802,13,34
0,4356,2028,0,11289,0,0,0,0,2072,0,0,3.16049,-13.673624,0.813105,14,34
0,4000,1742,0,8215,0,0,0,0,1944,0,0,3.125237,-14.688272,0.825495,15,34
0,3201,1404,0,6968,0,0,0,0,1704,0,0,3.711765,-15.570601,0.813572,16,34
0,2910,1760,0,7400,0,0,0,0,1587,0,0,3.237188,-16.694028,0.819309,17,34
0,0,0,0,7252,0,0,0,0,1360,0,0,2.581439,-17.816821,0.824134,18,34
0,0,1500,0,2520,0,0,0,0,0,0,0,1.990446,-18.920501,0.827685,19,34
0,0,799,0,8740,0,0,0,0,0,0,0,-2.833875,-19.800003,0.817313,20,34
0,0,1750,0,0,0,0,0,0,0,0,0,-6.372706,-8.962085,0.806388,10,34
0,0,2312,0,0,0,0,0,0,0,0,0,-5.899507,-7.997139,0.817969,9,34
0,0,3498,0,0,0,0,0,0,0,0,0,-5.257166,-7.300531,0.805435,8,34
0,0,3696,0,0,0,0,0,0,0,0,0,-4.820403,-6.375333,0.822293,7,34
0,0,3648,0,0,0,0,0,0,0,0,0,-4.257339,-5.547123,0.805842,6,34
0,0,3744,0,0,0,0,0,0,0,0,0,-3.389044,-4.901904,0.826451,5,34
0,0,4500,4107,0,0,0,0,16641,0,0,0,-2.952926,-4.025306,0.826582,4,34
11289,0,5762,4982,0,0,0,0,27084,0,0,0,-3.202797,-2.384879,0.805511,3,34
3564,0,0,1357,0,0,0,0,0,0,0,9724,-8.916823,14.481895,0.939443,17,282
3502,0,0,918,0,0,0,0,5143,0,0,8680,-8.329116,15.976197,0.91526,18,282
2940,0,0,920,0,0,0,0,6500,0,0,0,-8.159968,17.23158,0.928545,19,282
2883,0,0,561,0,0,0,0,6016,0,0,0,-8.195954,18.278743,0.931118,20,282
2604,0,0,0,0,0,0,0,5687,0,0,0,-8.134366,19.366638,0.930856,21,282
2581,0,0,0,0,0,0,0,5016,0,0,0,-7.647006,20.640277,0.905187,22,282
2408,0,0,0,0,0,0,0,4662,0,0,0,-7.239952,21.873823,0.9307,23,282
2210,0,0,0,0,0,0,0,4212,0,0,0,-7.239408,22.90528,0.92243,24,282
2025,0,0,675,0,0,0,0,2926,0,0,0,-7.14927,23.98702,0.935694,25,282
1975,0,0,882,0,0,0,0,1316,0,0,363,-6.985347,25.045216,0.924309,26,282
760,0,0,646,0,0,0,0,4992,0,0,3408,-4.189264,16.460991,0.90836,16,282
1554,0,0,0,0,0,20252,0,2548,0,14006,0,-3.926781,26.717173,0.929555,27,282
1554,0,0,0,0,0,0,0,0,0,18075,0,-6.427746,27.297359,0.925324,28,282
1224,0,0,0,0,0,0,0,0,0,13520,0,-7.022795,28.146911,0.917527,29,282
3672,0,0,1659,0,0,0,0,7920,0,0,11252,-6.949586,14.368294,0.934304,15,282
3850,0,0,1817,0,0,0,0,7950,0,0,17143,-6.911384,13.310649,0.911706,14,282
4046,0,0,2322,0,0,0,0,7009,0,0,18340,-7.726768,11.671095,0.924432,13,282
5289,0,0,2548,0,0,0,0,0,0,0,30268,-8.691793,9.657451,0.922194,12,282
6578,0,0,3038,0,0,0,0,0,0,0,38016,-9.897302,6.761837,0.908366,11,282
19920,0,7644,5130,0,0,0,0,0,0,0,0,-8.080492,-2.640808,0.938497,8,272
23157,0,7473,5984,0,0,0,0,0,0,0,0,-8.466646,-3.178938,0.930716,9,272
24843,0,6350,7526,0,0,0,0,0,0,0,0,-9.228007,-3.889908,0.917005,10,272
33390,0,5445,5940,0,0,0,0,0,0,0,0,-9.576894,-5.428554,0.928629,11,272
54648,0,4796,12024,0,0,0,0,0,0,0,0,-9.513903,-7.324597,0.921898,12,272
42612,0,3885,9360,0,0,0,0,0,0,0,0,-9.516786,-8.923236,0.927642,13,272
0,11001,1674,0,35619,0,0,0,0,0,0,0,-7.903371,-11.562334,0.932758,14,272
0,0,2673,0,48500,0,0,0,0,0,0,0,-7.367074,-13.082272,0.932405,15,272
0,15916,0,0,60264,0,0,0,0,0,0,0,-7.023233,-14.377161,0.909891,16,272
0,6760,2639,0,32495,0,0,0,0,0,0,0,-6.689128,-15.663436,0.932287,17,272
0,12415,1152,0,65720,0,0,0,0,0,0,0,-9.069857,-15.554941,0.925005,18,272
0,7371,0,0,42228,0,0,0,0,0,0,0,-9.182212,-16.649949,0.935705,19,272
0,11970,1950,0,64650,0,0,0,0,0,0,0,-10.884368,-16.798329,0.93096,20,272
0,19090,0,0,26754,0,0,0,0,0,0,0,-12.192669,-17.100287,0.918906,21,272
0,15680,0,0,0,0,0,0,0,0,0,0,-12.342021,-18.267298,0.927276,22,272
0,18576,0,0,0,0,0,0,0,0,0,0,-12.464292,-19.36091,0.924475,23,272
0,11554,0,0,0,0,0,0,0,0,0,0,-12.633137,-20.474077,0.928789,24,272
0,21733,0,0,0,0,0,0,0,0,0,0,-12.711027,-21.527438,0.923284,25,272
0,4464,2688,0,15281,0,0,0,0,0,0,0,-2.909138,-14.628371,0.928589,14,244
0,7155,3008,0,23463,0,0,0,0,0,0,0,-1.88265,-13.856583,0.926773,13,244
0,4624,2490,0,15296,0,0,0,0,0,0,0,-1.202227,-12.928994,0.927902,12,244
0,6650,3605,0,26432,0,0,0,0,0,0,0,-0.741442,-11.975624,0.916762,11,244
0,0,2490,0,0,0,0,0,0,0,0,0,-0.119802,-10.995755,0.932847,10,244
0,3488,2496,0,7267,0,0,0,0,2132,0,0,3.974347,-14.490787,0.931599,15,244
0,5450,2576,0,12705,0,0,0,0,1950,0,0,3.54443,-15.647192,0.922892,16,244
0,0,2376,0,7872,0,0,0,0,1625,0,0,3.272899,-16.701682,0.920796,17,244
0,0,2200,0,8892,0,0,0,0,384,0,0,2.233377,-17.913673,0.927332,18,244
0,4968,1350,0,0,0,0,0,0,0,0,0,2.249635,-18.87575,0.888643,19,244
0,3052,1886,0,7155,0,0,0,0,0,0,0,2.522799,-19.844257,0.934546,20,244
0,1520,1804,0,7584,0,0,0,0,0,0,0,2.687907,-20.858908,0.930005,21,244
0,4725,1150,0,10350,0,0,0,0,354,0,0,3.00569,-21.801723,0.912807,22,244
0,3328,1771,0,5616,0,0,0,0,112,0,0,3.265705,-22.791814,0.934821,23,244
53250,0,4797,7905,0,0,0,0,0,0,0,0,-7.112627,-7.014477,0.911843,9,244
29040,0,5805,7696,0,0,0,0,0,0,0,0,-6.560288,-6.153006,0.934061,8,244
34102,0,6600,8064,0,0,0,0,0,0,0,0,-5.890989,-5.393981,0.930631,7,244
12060,0,11842,3193,0,0,0,0,20979,2166,0,0,-1.191262,1.897623,0.926209,2,24
13940,0,17290,5049,0,0,0,0,25376,10218,0,0,-0.630611,1.888374,0.892406,1,24
0,0,8592,4040,0,0,0,0,20916,0,0,0,2.952653,0.779296,0.924697,3,24
0,0,12180,4326,0,0,0,0,26631,6435,0,0,0.877863,0.475013,0.911654,0,24
10920,0,8874,0,0,0,0,0,15015,0,0,0,-2.147197,3.42732,0.92847,4,24
7520,0,9348,2910,0,0,0,0,14690,0,0,0,-2.488218,4.338837,0.932089,5,24
9088,0,21837,2759,0,0,0,0,13724,11466,0,0,0.185123,6.005323,0.922446,6,24
0,0,1512,0,0,0,0,0,0,0,0,0,-2.031853,-6.720331,0.904202,7,24
0,0,2156,0,0,0,0,0,0,0,0,0,-2.086912,-7.73605,0.932521,8,24
0,0,3560,0,0,0,0,0,0,0,0,0,-2.827364,-8.5964,0.924836,9,24
0,9060,3885,0,0,0,0,0,0,0,0,0,-3.154071,-9.503465,0.911284,10,24
0,8415,2788,0,0,0,0,0,0,0,0,0,-3.455644,-10.453783,0.926285,11,24
0,7020,3710,0,14544,0,0,0,0,0,0,0,-3.910278,-11.389385,0.933472,12,24
0,8690,2781,0,32865,0,0,0,0,0,0,0,-4.170122,-12.314418,0.930687,13,24
0,8968,3267,0,29580,0,0,0,0,0,0,0,-4.232343,-13.349718,0.928049,14,24
0,8316,2880,0,27936,0,0,0,0,0,0,0,-4.563767,-14.366321,0.927501,15,24
0,12150,2208,0,30636,0,0,0,0,0,0,0,-4.738463,-15.290811,0.907561,16,24
0,9120,2610,0,27948,0,0,0,0,0,0,0,-4.935913,-16.313953,0.93363,17,24
0,0,2523,0,22848,0,0,0,0,0,0,0,-5.290356,-17.217262,0.922461,18,24
0,6930,2295,0,26208,0,0,0,0,0,0,0,-5.763112,-18.136618,0.924424,19,24
0,6837,1700,0,18961,0,0,0,0,0,0,0,-6.387529,-18.965109,0.927195,20,24
0,11520,2025,0,37092,0,0,0,0,0,0,0,-7.138857,-19.774343,0.923092,21,24
0,7138,2025,0,22125,0,0,0,0,0,0,0,-7.924756,-20.559634,0.931792,22,24
0,8624,1098,0,33252,0,0,0,0,0,0,0,-9.203285,-21.094413,0.928563,23,24
0,9500,0,0,0,0,0,0,0,0,0,0,-10.609766,-21.529812,0.928108,24,24
0,11385,1026,0,0,0,0,0,0,0,0,0,-12.252271,-21.820179,0.931868,25,24
0,0,2800,14960,0,0,0,0,0,0,0,0,-12.915987,-10.670221,0.938497,16,266
0,18450,5133,0,49000,0,0,0,0,0,0,0,-10.651694,-11.932518,0.90431,15,266
0,14271,3072,0,81807,0,0,0,0,0,0,0,-8.924559,-12.022775,0.931108,14,266
37592,0,3783,11098,0,0,0,0,0,0,0,0,-11.012617,-8.604528,0.926988,13,266
42572,0,4429,11050,0,0,0,0,0,0,0,0,-10.371435,-7.761355,0.933687,12,266
53019,0,5328,9760,0,0,0,0,0,0,0,0,-9.643337,-7.108571,0.927482,11,266
37407,0,5160,7316,0,0,0,0,0,0,0,0,-8.95893,-6.346013,0.93222,10,266
30300,0,5632,7056,0,0,0,0,0,0,0,0,-8.689297,-4.917527,0.930683,9,266
24030,0,7000,7367,0,0,0,0,0,0,0,0,-8.39049,-3.249737,0.930569,8,266
21014,0,0,5688,0,0,0,0,0,0,0,0,-16.745743,-3.123787,0.932611,17,266
264,0,0,5238,0,0,0,0,0,0,0,0,-17.673174,-3.585048,0.925465,18,266
0,0,0,8925,0,0,0,0,0,0,0,0,-18.506763,-4.341532,0.929275,19,266
0,0,0,7700,0,0,0,0,0,0,0,0,-19.364337,-5.182394,0.926684,20,266
0,0,0,11200,0,0,0,0,0,0,0,0,-20.197226,-5.83213,0.931775,21,266
0,4929,3136,0,20703,0,0,0,0,0,0,0,-4.81426,-14.014901,0.938655,14,242
0,10626,2842,0,44550,0,0,0,0,0,0,0,-4.478637,-13.248903,0.912181,13,242
0,9664,3432,0,41272,0,0,0,0,0,0,0,-4.188653,-12.281196,0.938619,12,242
0,6123,3498,0,12384,0,0,0,0,0,0,0,-3.832685,-11.332267,0.934575,11,242
0,13311,3672,0,0,0,0,0,0,0,0,0,-3.668657,-10.364298,0.910802,10,242
0,4960,4140,0,0,0,0,0,0,0,0,0,-3.584161,-9.286944,0.935333,9,242
0,4608,5016,0,0,0,0,0,0,0,0,0,-1.673479,-8.82892,0.921023,8,242
0,0,3534,0,0,0,0,0,0,0,0,0,-0.917297,-7.911418,0.935386,7,242
0,0,3072,0,0,0,0,0,0,0,0,0,-0.072187,-6.994321,0.917103,6,242
0,0,3325,0,0,0,0,0,9595,0,0,0,-0.204238,-5.941117,0.936124,5,242
0,0,4300,0,0,0,0,0,24780,0,0,0,-0.474944,-4.959285,0.927034,4,242
0,0,6149,0,0,0,0,0,34688,0,0,0,-0.637013,-3.908645,0.933361,3,242
0,0,5840,351,0,0,0,0,35096,0,0,0,-0.853436,-2.861687,0.933334,2,242
0,0,7840,5635,0,0,0,0,37183,0,0,0,-1.262762,-1.548953,0.930152,1,242
0,0,8568,5152,0,0,0,0,19698,120,0,0,-0.935431,-0.322425,0.927817,0,242
3232,0,0,0,0,0,0,0,6348,0,0,0,-3.831276,14.507991,0.931279,15,242
2040,0,0,0,0,0,0,0,3036,13600,0,0,-3.432036,15.639758,0.918693,16,242
3030,0,0,0,0,0,0,0,5208,34153,0,1548,-3.322329,16.684677,0.935117,17,242
1056,0,0,697,0,0,0,0,5124,40964,0,3741,-3.366833,17.715442,0.931234,18,242
578,0,0,350,0,0,0,0,4600,47192,0,0,-3.378983,18.710898,0.931596,19,242
713,0,0,608,0,0,73470,0,4181,52635,0,0,-3.404541,19.756529,0.933397,20,242
858,0,0,0,0,0,99333,0,4329,65031,0,0,-3.61144,20.705007,0.934144,21,242
660,0,0,656,0,0,99008,0,3710,85796,0,0,-3.730069,21.710317,0.929406,22,242
575,0,0,560,0,0,94535,0,2525,84920,0,0,-3.818451,22.746687,0.936061,23,242
620,0,0,576,0,0,81872,0,3400,84588,2820,4030,-4.065396,23.707238,0.926226,24,242
1342,0,0,784,0,0,56056,0,2976,67830,26664,4588,-4.245879,24.688432,0.925432,25,242
1241,0,0,0,0,0,41644,0,2660,13974,28971,0,-4.434277,25.652155,0.934805,26,242
1260,0,0,0,0,0,34736,0,0,0,16128,0,-5.439771,26.496776,0.92814,27,242
1824,0,0,708,0,0,9916,0,0,0,14219,0,-6.067215,27.351043,0.921287,28,242
2581,0,0,0,0,0,0,0,0,0,0,8618,-12.708478,21.462028,0.932731,24,349
2464,0,0,0,0,0,0,0,0,0,0,7847,-12.713076,21.529607,0.92034,25,349
1992,0,0,0,0,0,0,0,0,0,0,8892,-11.800695,23.192968,0.926382,26,349
2673,0,0,0,0,0,0,0,0,0,0,10064,-11.716867,24.350953,0.921928,27,349
0,0,0,858,0,0,0,0,0,0,0,5700,-12.245985,25.200963,0.920813,28,349
1540,0,0,0,0,0,0,0,0,0,0,6348,-11.241946,26.733767,0.928609,29,349
1368,0,0,1080,0,0,0,0,3367,0,0,2345,-8.47492,28.805614,0.920062,30,349
1491,0,0,432,0,0,0,0,2640,0,7740,2356,-8.145554,29.93245,0.935988,31,349
0,0,0,640,0,0,43400,0,2727,65207,28106,0,-3.528964,23.720891,0.926394,23,349
576,0,0,602,0,0,52248,0,2525,81008,2737,0,-3.208345,22.703052,0.930454,22,349
0,0,0,0,0,0,76464,0,3432,63048,0,0,-2.736697,21.812414,0.928241,21,349
1456,0,0,697,0,0,86832,0,3959,46150,0,0,-2.156707,20.85597,0.926747,20,349
780,0,0,153,0,0,49914,0,3920,48763,0,0,-2.702576,19.796557,0.92619,19,349
3100,0,0,0,0,0,0,0,3040,0,0,0,-8.395238,16.988525,0.935976,18,349
2240,0,0,0,0,0,0,0,128,0,0,2967,-8.546072,15.823767,0.916659,17,349
3392,0,0,880,0,0,0,0,0,0,0,9720,-8.944246,14.448686,0.918054,16,349
3248,0,0,1020,0,0,0,0,0,0,0,8410,-9.062392,13.166607,0.915955,15,349
3393,0,0,1512,0,0,0,0,0,0,0,14518,-8.753722,12.12303,0.933515,14,349
4059,0,0,1936,0,0,0,0,0,0,0,19454,-8.364515,11.179561,0.931439,13,349
4960,0,0,2314,0,0,0,0,0,0,0,22152,-7.987383,10.194583,0.929701,12,349
3458,0,0,2024,0,0,0,0,0,0,0,30685,-8.010169,8.926668,0.926468,11,349
1633,0,0,0,0,0,32670,0,2970,0,11607,0,-4.644269,27.813432,0.930207,28,1
1242,0,0,480,0,0,47272,0,1827,0,0,0,-5.184026,27.512917,0.927041,27,1
2212,0,0,0,0,0,0,0,4040,0,0,3360,-8.777662,25.529374,0.930202,26,1
1840,0,0,0,0,0,0,0,3502,0,0,2268,-8.532302,24.536438,0.924071,25,1
1826,0,0,0,0,0,0,0,3852,0,0,1887,-8.251201,23.528285,0.937395,24,1
2158,0,0,364,0,0,0,0,4320,0,0,0,-7.854109,22.630209,0.931331,23,1
2064,0,0,0,0,0,0,0,4329,0,0,0,-7.50252,21.741563,0.916349,22,1
2047,0,0,390,0,0,0,0,3680,0,0,0,-7.13468,20.790883,0.937603,21,1
2576,0,0,0,0,0,0,0,4484,0,0,0,-7.095658,19.71767,0.927421,20,1
2592,0,0,0,0,0,0,0,5796,0,0,0,-7.775857,18.423218,0.936685,19,1
2970,0,0,0,0,0,0,0,3770,0,0,0,-8.521949,16.978562,0.937705,18,1
3193,0,0,931,0,0,0,0,145,0,0,0,-8.669101,15.772095,0.932068,17,1
3638,0,0,1593,0,0,0,0,0,0,0,11700,-8.57718,14.669524,0.925903,16,1
3920,0,0,1080,0,0,0,0,0,0,0,7905,-8.64373,13.39163,0.930735,15,1
3978,0,0,2158,0,0,0,0,0,0,0,15104,-8.653926,12.23978,0.926831,14,1
4563,0,0,640,0,0,0,0,0,0,0,26133,-8.768169,10.904014,0.920798,13,1
5330,0,0,782,0,0,0,0,0,0,0,32118,-8.891089,9.474658,0.931663,12,1
6624,0,0,2976,0,0,0,0,0,0,0,45632,-8.854053,8.044181,0.928704,11,1
6815,0,0,3069,0,0,0,0,0,0,0,44069,-8.659336,6.744093,0.935132,10,1
8058,0,0,3399,0,0,0,0,0,0,0,36036,-8.608368,5.031483,0.925595,9,1
13203,0,0,0,0,0,0,0,0,0,0,0,-8.106936,3.811306,0.911907,8,1
8944,0,0,3744,0,0,0,0,0,0,0,0,-7.294679,3.182589,0.934961,7,1
8272,0,0,1350,0,0,0,0,17100,0,0,0,-6.46162,2.690723,0.934943,6,1
17280,0,14136,5671,0,0,0,0,41035,0,0,0,-5.630762,2.040159,0.920514,5,1
10528,0,6240,3850,0,0,0,0,27232,0,0,0,-4.776186,1.360226,0.934594,4,1
600,0,0,1440,0,5694,0,2114,0,0,0,0,-16.793844,23.647233,0.923814,29,1
726,0,0,1323,0,0,0,105078,0,0,0,0,-16.81664,24.870443,0.932805,30,1
1387,0,0,0,0,0,0,0,0,0,0,4860,-12.93869,28.180423,0.937514,31,1
8424,0,0,3255,0,0,0,0,0,0,0,0,-8.015065,4.342909,0.932517,9,289
7497,0,0,3255,0,0,0,0,0,0,0,48773,-8.154614,5.863553,0.922916,10,289
6578,0,0,2688,0,0,0,0,0,0,0,43125,-8.232805,7.359202,0.932013,11,289
5719,0,0,2790,0,0,0,0,0,0,0,34768,-8.320142,8.716112,0.932501,12,289
7400,0,0,3104,0,0,0,0,17510,0,0,59408,-6.511806,6.170295,0.920991,8,289
8162,0,0,3465,0,0,0,0,18549,0,0,0,-6.00708,5.276073,0.925643,7,289
6480,0,0,2700,0,0,0,0,0,0,0,27918,-10.873123,7.142318,0.934763,13,289
6255,0,0,0,0,0,0,0,0,0,0,35310,-11.484384,8.063238,0.932324,14,289
5502,0,0,2592,0,0,0,0,0,0,0,42126,-12.045253,8.991362,0.930939,15,289
4992,0,0,3069,0,0,0,0,0,0,0,48732,-12.273888,10.284313,0.916834,16,289
31815,0,0,8944,0,0,0,0,0,0,0,0,-16.283209,-4.934219,0.9248,17,289
0,0,0,3760,0,0,0,0,0,0,0,0,-17.005115,-5.913607,0.917934,18,289
0,0,0,14076,0,0,0,0,0,0,0,0,-17.310872,-7.913694,0.935026,19,289
0,0,0,15624,0,0,0,0,0,0,0,0,-17.689762,-9.390487,0.918196,20,289
0,0,0,18300,0,0,0,0,0,0,0,0,-18.434429,-10.172435,0.920323,21,289
0,0,0,24208,0,0,0,0,0,0,0,0,-19.159389,-10.839856,0.920608,22,289
0,0,0,26390,0,0,0,0,0,0,0,0,-19.904633,-11.546307,0.939653,23,289
0,0,0,30361,0,0,0,0,0,0,0,0,-20.572064,-12.403696,0.92086,24,289
0,25398,0,0,0,0,0,0,0,0,0,0,-16.580538,-18.711653,0.926013,25,289
0,19430,1215,0,0,0,0,0,0,0,0,0,-16.298781,-20.288052,0.931326,26,289
0,84108,0,0,0,0,0,0,0,0,0,0,-20.289221,-17.839772,0.918195,27,289
0,89355,0,0,0,0,0,0,0,0,0,0,-20.613915,-18.966267,0.920547,28,289
0,14523,0,0,0,0,0,0,0,0,0,0,-20.830098,-20.215576,0.932662,29,289
0,1564,1656,0,7314,0,0,0,0,0,0,0,-4.365006,-19.163536,0.80211,19,243
0,0,1420,0,17889,0,0,0,0,0,0,0,-4.127542,-18.529484,0.78448,18,243
0,4305,1725,0,11970,0,0,0,0,0,0,0,-3.928496,-17.532575,0.799347,17,243
0,5124,1748,0,19260,0,0,0,0,0,0,0,-3.755533,-16.548644,0.783649,16,243
0,4375,2000,0,9680,0,0,0,0,0,0,0,-3.676426,-15.520843,0.800164,15,243
0,5580,2132,0,19040,0,0,0,0,0,0,0,-3.613994,-14.545777,0.788719,14,243
0,0,2550,0,30847,0,0,0,0,0,0,0,-5.20842,-12.977585,0.787989,13,243
0,7824,1736,0,0,0,0,0,0,0,0,0,-7.665665,-10.428086,0.792542,12,243
0,0,2574,0,0,0,0,0,0,0,0,0,-7.194091,-9.601383,0.786376,11,243
0,0,2352,0,0,0,0,0,0,0,0,0,-6.621073,-8.770612,0.796325,10,243
0,0,1628,0,0,0,0,0,0,0,0,0,-5.974525,-8.017551,0.777021,9,243
0,0,2112,0,0,0,0,0,0,0,0,0,-5.285576,-7.238212,0.795334,8,243
0,0,4120,0,0,0,0,0,0,0,0,0,-4.286695,-6.748671,0.786056,7,243
0,0,3852,0,0,0,0,0,0,0,0,0,-3.279278,-6.127319,0.790779,6,243
0,0,3990,0,0,0,0,0,0,0,0,0,-2.988743,-5.170703,0.794278,5,243
0,0,4720,0,0,0,0,0,12998,0,0,0,-2.608187,-4.23432,0.793145,4,243
0,0,5332,3432,0,0,0,0,26208,0,0,0,-2.262288,-3.296393,0.794121,3,243
0,0,4680,0,0,0,0,0,28910,2520,0,0,1.652688,-2.491523,0.795952,2,243
0,0,9522,1420,0,0,0,0,21620,3403,0,0,1.821028,-0.809616,0.784898,1,243
0,0,5577,2548,0,0,0,0,14640,2884,0,0,0.898426,-0.260096,0.791471,0,243
1178,0,0,0,0,0,0,0,2156,0,0,2170,-8.356603,29.039392,0.790591,30,205
1140,0,0,0,0,0,0,0,2052,0,0,2074,-8.360732,28.804544,0.778175,29,205
1280,0,0,0,0,0,0,0,2040,0,0,0,-8.293672,27.764253,0.799622,28,205
1260,0,0,0,0,0,0,0,2460,0,0,0,-8.273701,26.740739,0.780605,27,205
874,0,0,0,0,0,0,0,2125,0,0,2170,-8.211489,25.686265,0.797811,26,205
952,0,0,0,0,0,0,0,2464,0,0,1610,-8.091817,24.684925,0.797108,25,205
0,0,0,0,0,0,0,0,2160,0,0,3744,-10.071493,29.343792,0.798724,31,205
1349,0,0,0,0,0,0,0,2340,0,0,1044,-8.210567,23.567191,0.796137,24,205
1750,0,0,0,0,0,0,0,2552,0,0,0,-7.519918,22.788927,0.781193,23,205
1568,0,0,0,0,0,0,0,0,0,0,0,-6.966548,21.880997,0.779262,22,205
1748,0,0,312,0,0,0,0,2744,0,0,0,-7.190246,20.768656,0.800831,21,205
5544,0,0,2538,0,0,0,0,0,0,0,0,-14.068568,5.718886,0.801319,15,285
5762,0,0,2759,0,0,0,0,0,0,0,0,-14.002963,5.350693,0.788876,14,285
6624,0,0,2058,0,0,0,0,0,0,0,0,-13.641606,3.099968,0.796959,13,285
9295,0,0,3240,0,0,0,0,0,0,0,0,-12.978994,0.738412,0.788638,12,285
12288,0,0,3472,0,0,0,0,0,0,0,0,-11.960138,-0.873505,0.795337,11,285
12800,0,0,4600,0,0,0,0,0,0,0,0,-10.851901,-1.680211,0.79243,10,285
2262,0,2106,11328,0,0,0,0,0,0,0,0,-12.61595,-9.873063,0.786163,16,285
0,0,2464,13277,0,0,0,0,0,0,0,0,-13.257797,-10.654744,0.796858,17,285
0,0,2380,11032,0,0,0,0,0,0,0,0,-14.078673,-11.23621,0.787159,18,285
0,0,0,16281,0,0,0,0,0,0,0,0,-15.352389,-11.223533,0.797331,19,285
0,1836,0,17696,0,0,0,0,0,0,0,0,-16.103107,-11.894958,0.784784,20,285
0,37260,0,21600,0,0,0,0,0,0,0,0,-16.726206,-12.765646,0.793801,21,285
0,19656,0,21320,0,0,0,0,0,0,0,0,-17.528779,-13.297208,0.795355,22,285
